src,dst,time_s_2018,distance_km_2018,time_s_2025,distance_km_2025,delta_time_s,delta_distance_km
25.0,19.0,1698,28.031,1703.0,28.355,5.0,0.3240000000000016
25.0,20.0,1228,18.823,1304.0,19.165,76.0,0.34199999999999875
25.0,21.0,1500,24.28,1721.0,28.886,221.0,4.605999999999998
25.0,22.0,2060,20.293,1127.0,20.159,-933.0,-0.13400000000000034
25.0,23.0,443,6.013,567.0,6.512,124.0,0.49899999999999967
25.0,24.0,1835,27.734,1983.0,29.269,148.0,1.5349999999999966
25.0,25.0,0,0.0,0.0,0.0,0.0,0.0
25.0,26.0,1236,18.498,1428.0,20.666,192.0,2.1679999999999993
25.0,27.0,2033,31.843,1927.0,33.689,-106.0,1.846
25.0,28.0,1456,21.919,1358.0,22.123,-98.0,0.20400000000000063
25.0,29.0,1810,30.224,2053.0,30.471,243.0,0.2469999999999999
25.0,30.0,1316,19.395,1299.0,17.523,-17.0,-1.8719999999999999
25.0,31.0,1422,20.931,1692.0,26.846,270.0,5.914999999999999
25.0,32.0,1296,20.241,1300.0,18.487,4.0,-1.7540000000000013
25.0,33.0,937,11.06,917.0,11.324,-20.0,0.26399999999999935
25.0,34.0,1465,22.504,1629.0,26.378,164.0,3.8739999999999988
25.0,35.0,1658,26.737,1767.0,26.954,109.0,0.2170000000000023
25.0,36.0,1977,33.348,1976.0,35.728,-1.0,2.3800000000000026
25.0,37.0,1316,23.207,1349.0,21.394,33.0,-1.8130000000000024
25.0,38.0,1613,25.981,1714.0,26.173,101.0,0.19199999999999662
25.0,39.0,1756,24.311,1817.0,26.722,61.0,2.4110000000000014
25.0,40.0,2677,29.834,3102.0,27.68,425.0,-2.154
26.0,1.0,1936,33.356,2029.0,35.319,93.0,1.963000000000001
26.0,2.0,2390,39.504,2335.0,39.504,-55.0,0.0
26.0,3.0,541,7.315,458.0,7.673,-83.0,0.35799999999999965
26.0,4.0,2161,39.515,2596.0,41.584,435.0,2.0690000000000026
26.0,5.0,3045,54.407,3164.0,53.988,119.0,-0.41899999999999693
26.0,6.0,872,15.177,1402.0,24.313,530.0,9.136
26.0,7.0,2111,35.789,2093.0,38.397,-18.0,2.607999999999997
26.0,8.0,344,4.25,450.0,6.259,106.0,2.0090000000000003
26.0,9.0,2018,38.405,2051.0,40.248,33.0,1.8429999999999964
26.0,10.0,1494,23.53,1710.0,25.882,216.0,2.3520000000000003
26.0,11.0,2671,50.069,2890.0,49.52,219.0,-0.5489999999999995
26.0,12.0,633,9.431,874.0,14.561,241.0,5.130000000000001
26.0,13.0,351,4.323,388.0,5.135,37.0,0.8119999999999994
26.0,14.0,1791,27.757,1531.0,24.487,-260.0,-3.270000000000003
26.0,15.0,466,7.687,694.0,12.005,228.0,4.3180000000000005
26.0,16.0,667,10.022,868.0,11.871,201.0,1.8490000000000002
26.0,17.0,2302,38.391,2327.0,38.429,25.0,0.03800000000000381
26.0,18.0,2874,51.98,2909.0,47.314,35.0,-4.665999999999997
26.0,19.0,2560,43.203,2667.0,43.339,107.0,0.13599999999999568
26.0,20.0,1232,21.607,1308.0,23.434,76.0,1.8270000000000017
26.0,21.0,2313,43.22,1984.0,34.545,-329.0,-8.674999999999997
26.0,22.0,2896,35.47,2075.0,34.976,-821.0,-0.4939999999999998
26.0,23.0,734,10.959,599.0,10.981,-135.0,0.02200000000000024
26.0,24.0,847,11.903,837.0,12.688,-10.0,0.7850000000000001
26.0,25.0,1103,16.511,1047.0,16.42,-56.0,-0.09099999999999753
26.0,26.0,0,0.0,0.0,0.0,0.0,0.0
26.0,27.0,2577,45.791,2891.0,48.673,314.0,2.882000000000005
26.0,28.0,2173,32.999,2323.0,37.107,150.0,4.107999999999997
26.0,29.0,1372,23.337,1693.0,29.457,321.0,6.120000000000001
26.0,30.0,1320,21.188,1360.0,23.155,40.0,1.9670000000000023
26.0,31.0,1104,18.864,1226.0,20.727,122.0,1.8629999999999995
26.0,32.0,1715,30.997,1538.0,27.39,-177.0,-3.6069999999999993
26.0,33.0,1264,15.713,1000.0,14.023,-264.0,-1.6899999999999995
26.0,34.0,2396,44.194,1867.0,31.34,-529.0,-12.854000000000003
26.0,35.0,1120,16.901,1005.0,14.802,-115.0,-2.099
26.0,36.0,2656,49.072,2969.0,50.71,313.0,1.6379999999999981
26.0,37.0,879,16.32,935.0,18.138,56.0,1.8180000000000014
26.0,38.0,1074,16.145,953.0,14.021,-121.0,-2.1239999999999988
26.0,39.0,648,8.443,671.0,10.141,23.0,1.6980000000000004
26.0,40.0,3540,45.011,4067.0,42.664,527.0,-2.3470000000000013
27.0,1.0,1519,22.062,1530.0,21.588,11.0,-0.4740000000000002
27.0,2.0,856,10.73,861.0,12.659,5.0,1.9290000000000003
27.0,3.0,2431,40.631,2305.0,40.178,-126.0,-0.45300000000000296
27.0,4.0,939,12.135,1236.0,11.738,297.0,-0.39700000000000024
27.0,5.0,1069,13.907,1102.0,14.402,33.0,0.4949999999999992
27.0,6.0,2262,38.066,2038.0,29.346,-224.0,-8.720000000000002
27.0,7.0,1850,28.188,2062.0,28.992,212.0,0.804000000000002
27.0,8.0,2522,42.315,2531.0,42.761,9.0,0.44600000000000506
27.0,9.0,678,8.761,719.0,10.086,41.0,1.325000000000001
27.0,10.0,2530,40.797,2860.0,44.545,330.0,3.7480000000000047
27.0,11.0,695,9.569,757.0,10.387,62.0,0.8179999999999996
27.0,12.0,2437,40.399,2471.0,41.944,34.0,1.5450000000000017
27.0,13.0,2659,44.373,2605.0,43.477,-54.0,-0.8960000000000008
27.0,14.0,1411,22.611,1561.0,27.837,150.0,5.225999999999999
27.0,15.0,2401,40.191,2299.0,39.483,-102.0,-0.7080000000000055
27.0,16.0,2452,40.788,2413.0,40.172,-39.0,-0.6159999999999997
27.0,17.0,854,11.182,868.0,13.202,14.0,2.0199999999999996
27.0,18.0,895,11.48,960.0,13.343,65.0,1.8629999999999995
27.0,19.0,1191,16.932,1188.0,22.038,-3.0,5.106000000000002
27.0,20.0,1818,31.364,1815.0,30.702,-3.0,-0.661999999999999
27.0,21.0,856,11.106,816.0,10.592,-40.0,-0.5139999999999993
27.0,22.0,3343,42.579,2779.0,50.425,-564.0,7.8459999999999965
27.0,23.0,2088,31.305,1959.0,31.131,-129.0,-0.1739999999999995
27.0,24.0,2832,45.893,2886.0,47.517,54.0,1.6240000000000023
27.0,25.0,2140,32.238,2046.0,34.58,-94.0,2.3419999999999987
27.0,26.0,2686,46.038,2620.0,43.959,-66.0,-2.0789999999999935
27.0,27.0,0,0.0,0.0,0.0,0.0,0.0
27.0,28.0,1065,14.369,1128.0,16.313,63.0,1.943999999999999
27.0,29.0,1984,30.716,1956.0,30.767,-28.0,0.05099999999999838
27.0,30.0,1971,31.999,1987.0,31.315,16.0,-0.6839999999999975
27.0,31.0,2255,37.086,2364.0,39.389,109.0,2.3030000000000044
27.0,32.0,1572,24.745,1330.0,19.257,-242.0,-5.4879999999999995
27.0,33.0,2771,39.556,2570.0,41.589,-201.0,2.0330000000000013
27.0,34.0,939,12.08,1003.0,13.074,64.0,0.9939999999999998
27.0,35.0,2526,43.635,2618.0,44.6,92.0,0.9650000000000034
27.0,36.0,681,8.572,835.0,11.577,154.0,3.005000000000001
27.0,37.0,2035,34.645,2014.0,33.974,-21.0,-0.6710000000000065
27.0,38.0,2571,44.391,2577.0,43.346,6.0,-1.0450000000000017
27.0,39.0,3087,51.058,3469.0,56.979,382.0,5.920999999999999
27.0,40.0,3137,37.796,3589.0,41.39,452.0,3.594000000000001
28.0,1.0,1779,30.667,2007.0,30.402,228.0,-0.26500000000000057
28.0,2.0,486,6.727,522.0,6.722,36.0,-0.004999999999999893
28.0,3.0,1674,26.008,1707.0,26.369,33.0,0.36100000000000065
28.0,4.0,1309,21.814,1801.0,22.027,492.0,0.21300000000000097
28.0,5.0,1346,18.305,1323.0,21.208,-23.0,2.9029999999999987
28.0,6.0,1427,20.384,1525.0,20.228,98.0,-0.1559999999999988
28.0,7.0,2092,35.916,2268.0,35.914,176.0,-0.001999999999995339
28.0,8.0,2016,31.153,1985.0,31.025,-31.0,-0.1280000000000001
28.0,9.0,908,15.071,954.0,15.067,46.0,-0.0039999999999995595
28.0,10.0,2301,34.29,2630.0,37.242,329.0,2.951999999999998
28.0,11.0,949,16.74,1048.0,16.74,99.0,0.0
28.0,12.0,1942,29.094,2219.0,35.443,277.0,6.348999999999997
28.0,13.0,1941,29.892,2021.0,31.032,80.0,1.1400000000000006
28.0,14.0,765,12.634,948.0,15.925,183.0,3.2910000000000004
28.0,15.0,2061,32.942,2069.0,30.001,8.0,-2.940999999999999
28.0,16.0,1978,29.254,2163.0,30.724,185.0,1.4699999999999989
28.0,17.0,396,5.614,513.0,5.648,117.0,0.03399999999999981
28.0,18.0,918,13.709,1067.0,14.534,149.0,0.8250000000000011
28.0,19.0,655,10.426,853.0,10.557,198.0,0.13100000000000023
28.0,20.0,1245,17.146,1313.0,17.014,68.0,-0.13200000000000145
28.0,21.0,1086,17.416,936.0,12.446,-150.0,-4.970000000000001
28.0,22.0,2698,32.602,2166.0,38.513,-532.0,5.911000000000001
28.0,23.0,1428,21.969,1445.0,22.013,17.0,0.04400000000000048
28.0,24.0,2389,34.648,2662.0,43.441,273.0,8.793
28.0,25.0,1494,22.261,1432.0,22.668,-62.0,0.40700000000000003
28.0,26.0,2213,34.455,2107.0,34.838,-106.0,0.38300000000000267
28.0,27.0,991,14.238,1078.0,15.891,87.0,1.6530000000000005
28.0,28.0,0,0.0,0.0,0.0,0.0,0.0
28.0,29.0,2226,38.441,2377.0,39.084,151.0,0.6430000000000007
28.0,30.0,1407,18.284,1454.0,18.134,47.0,-0.14999999999999858
28.0,31.0,1920,30.816,2134.0,32.086,214.0,1.2699999999999996
28.0,32.0,1054,14.14,1108.0,13.938,54.0,-0.20199999999999996
28.0,33.0,2125,29.579,1957.0,29.677,-168.0,0.09799999999999898
28.0,34.0,748,9.549,845.0,10.087,97.0,0.5380000000000003
28.0,35.0,2169,35.912,2388.0,37.297,219.0,1.384999999999998
28.0,36.0,935,15.743,1127.0,17.93,192.0,2.1869999999999994
28.0,37.0,1622,25.442,1791.0,26.634,169.0,1.1920000000000002
28.0,38.0,2215,36.668,2327.0,33.898,112.0,-2.769999999999996
28.0,39.0,2734,40.268,2497.0,40.894,-237.0,0.6259999999999977
28.0,40.0,2491,27.818,3292.0,27.435,801.0,-0.38300000000000267
29.0,1.0,1120,17.684,1256.0,18.02,136.0,0.3359999999999985
29.0,2.0,2039,34.951,2107.0,35.563,68.0,0.6120000000000019
29.0,3.0,1174,18.884,1212.0,19.093,38.0,0.20899999999999963
29.0,4.0,1477,25.019,2001.0,25.897,524.0,0.8780000000000001
29.0,5.0,2362,39.917,2416.0,40.705,54.0,0.7879999999999967
29.0,6.0,1020,16.309,1473.0,22.073,453.0,5.763999999999999
29.0,7.0,941,13.699,1090.0,15.045,149.0,1.346
29.0,8.0,1265,20.568,1438.0,21.676,173.0,1.107999999999997
29.0,9.0,1335,23.909,1456.0,24.561,121.0,0.652000000000001
29.0,10.0,714,3.665,1395.0,17.877,681.0,14.212
29.0,11.0,1988,35.579,2142.0,36.237,154.0,0.6580000000000013
29.0,12.0,991,14.249,1288.0,16.1,297.0,1.8510000000000009
29.0,13.0,1402,22.626,1511.0,22.392,109.0,-0.23400000000000176
29.0,14.0,1970,31.705,1986.0,33.634,16.0,1.929000000000002
29.0,15.0,1080,15.604,1205.0,18.398,125.0,2.7940000000000005
29.0,16.0,869,12.623,1129.0,14.939,260.0,2.3160000000000007
29.0,17.0,2037,35.403,2115.0,36.106,78.0,0.703000000000003
29.0,18.0,2191,37.49,2252.0,38.142,61.0,0.652000000000001
29.0,19.0,2374,41.153,2477.0,41.494,103.0,0.3410000000000011
29.0,20.0,785,12.591,908.0,12.718,123.0,0.12700000000000067
29.0,21.0,1631,28.73,1767.0,29.427,136.0,0.6969999999999992
29.0,22.0,3314,44.551,2844.0,48.216,-470.0,3.664999999999999
29.0,23.0,1274,18.316,1439.0,24.152,165.0,5.836000000000002
29.0,24.0,1250,17.728,1604.0,24.393,354.0,6.664999999999999
29.0,25.0,1705,25.309,1887.0,29.591,182.0,4.282
29.0,26.0,1322,20.825,1628.0,25.179,306.0,4.353999999999999
29.0,27.0,1893,31.295,2023.0,31.545,130.0,0.25
29.0,28.0,2248,38.59,2016.0,28.657,-232.0,-9.933000000000003
29.0,29.0,0,0.0,0.0,0.0,0.0,0.0
29.0,30.0,938,13.226,1075.0,13.818,137.0,0.5919999999999987
29.0,31.0,673,8.92,899.0,12.721,226.0,3.801
29.0,32.0,1032,16.501,1085.0,16.902,53.0,0.4009999999999998
29.0,33.0,2498,36.111,2161.0,33.047,-337.0,-3.064
29.0,34.0,1714,29.704,1637.0,24.454,-77.0,-5.25
29.0,35.0,944,15.47,1153.0,17.932,209.0,2.461999999999998
29.0,36.0,1974,34.582,2221.0,37.427,247.0,2.844999999999999
29.0,37.0,489,7.252,549.0,7.306,60.0,0.05400000000000027
29.0,38.0,989,16.226,1192.0,18.639,203.0,2.4130000000000003
29.0,39.0,1689,25.036,2073.0,34.751,384.0,9.714999999999996
29.0,40.0,3591,46.094,4286.0,45.249,695.0,-0.8449999999999989
30.0,1.0,1279,18.469,1492.0,21.429,213.0,2.9599999999999973
30.0,2.0,2066,34.56,1635.0,22.417,-431.0,-12.143
30.0,3.0,1172,17.103,1102.0,15.828,-70.0,-1.2750000000000021
30.0,4.0,1504,24.628,2059.0,27.694,555.0,3.065999999999999
30.0,5.0,2389,39.526,2474.0,42.502,85.0,2.975999999999999
30.0,6.0,673,8.567,801.0,9.262,128.0,0.6950000000000003
30.0,7.0,1455,20.902,1556.0,24.507,101.0,3.6050000000000004
30.0,8.0,1263,18.787,1279.0,18.432,16.0,-0.3550000000000004
30.0,9.0,1361,23.518,1514.0,26.358,153.0,2.84
30.0,10.0,1233,16.706,1634.0,21.299,401.0,4.593
30.0,11.0,2015,35.188,2199.0,38.034,184.0,2.8459999999999965
30.0,12.0,1178,16.871,1224.0,17.682,46.0,0.8109999999999999
30.0,13.0,1400,20.845,1352.0,19.148,-48.0,-1.6969999999999992
30.0,14.0,1289,17.212,1317.0,20.826,28.0,3.6140000000000008
30.0,15.0,1141,16.663,1046.0,15.154,-95.0,-1.5090000000000003
30.0,16.0,1155,16.697,1221.0,17.467,66.0,0.7699999999999996
30.0,17.0,1672,25.537,1625.0,21.343,-47.0,-4.193999999999999
30.0,18.0,2217,37.099,2184.0,30.225,-33.0,-6.873999999999995
30.0,19.0,1930,30.349,1966.0,26.252,36.0,-4.097000000000001
30.0,20.0,214,1.808,257.0,2.225,43.0,0.41700000000000004
30.0,21.0,1657,28.339,1279.0,17.225,-378.0,-11.113999999999997
30.0,22.0,2810,32.252,2175.0,35.407,-635.0,3.154999999999994
30.0,23.0,1070,13.529,845.0,10.743,-225.0,-2.7859999999999996
30.0,24.0,1536,21.802,1694.0,24.812,158.0,3.0100000000000016
30.0,25.0,1304,19.4,1350.0,18.119,46.0,-1.2809999999999988
30.0,26.0,1427,22.51,1469.0,21.935,42.0,-0.5750000000000028
30.0,27.0,1920,30.904,2081.0,33.342,161.0,2.437999999999999
30.0,28.0,1688,24.237,1512.0,18.906,-176.0,-5.3309999999999995
30.0,29.0,952,13.223,1070.0,13.602,118.0,0.37899999999999956
30.0,30.0,0,0.0,0.0,0.0,0.0,0.0
30.0,31.0,959,12.995,1138.0,16.143,179.0,3.1480000000000015
30.0,32.0,771,9.173,756.0,9.582,-15.0,0.4090000000000007
30.0,33.0,2003,26.88,1876.0,24.908,-127.0,-1.9719999999999978
30.0,34.0,1257,16.079,1261.0,17.032,4.0,0.9529999999999994
30.0,35.0,1229,19.544,1392.0,21.354,163.0,1.8099999999999987
30.0,36.0,2000,34.191,2278.0,39.224,278.0,5.032999999999994
30.0,37.0,738,10.554,788.0,10.728,50.0,0.1739999999999995
30.0,38.0,1275,20.3,1431.0,22.061,156.0,1.7609999999999992
30.0,39.0,1828,27.53,1880.0,27.852,52.0,0.3219999999999992
30.0,40.0,2909,31.6,3545.0,31.854,636.0,0.2539999999999978
31.0,1.0,1537,26.354,1698.0,26.479,161.0,0.125
31.0,2.0,2323,42.443,2371.0,42.409,48.0,-0.03399999999999892
31.0,3.0,982,17.245,1009.0,17.416,27.0,0.17099999999999937
31.0,4.0,1762,32.513,2265.0,32.744,503.0,0.23100000000000165
31.0,5.0,2647,47.411,2680.0,47.552,33.0,0.14099999999999824
31.0,6.0,828,14.67,1269.0,20.395,441.0,5.725
31.0,7.0,1640,24.004,1875.0,26.229,235.0,2.224999999999998
31.0,8.0,940,15.343,1233.0,19.15,293.0,3.8069999999999986
31.0,9.0,1619,31.403,1720.0,31.408,101.0,0.005000000000002558
31.0,10.0,617,6.92,708.0,8.538,91.0,1.6180000000000003
31.0,11.0,2273,43.073,2405.0,43.084,132.0,0.011000000000002785
31.0,12.0,650,9.82,884.0,10.348,234.0,0.5280000000000005
31.0,13.0,1051,16.735,1306.0,19.866,255.0,3.1310000000000002
31.0,14.0,1779,30.064,1782.0,31.959,3.0,1.8949999999999996
31.0,15.0,740,11.175,842.0,11.211,102.0,0.03599999999999959
31.0,16.0,529,8.192,609.0,8.199,80.0,0.006999999999999673
31.0,17.0,2321,42.895,2378.0,42.951,57.0,0.055999999999997385
31.0,18.0,2475,44.982,2516.0,44.989,41.0,0.006999999999997897
31.0,19.0,2658,48.645,2741.0,48.339,83.0,-0.3060000000000045
31.0,20.0,1125,14.264,900.0,14.065,-225.0,-0.19899999999999984
31.0,21.0,1915,36.222,1901.0,31.293,-14.0,-4.929000000000002
31.0,22.0,3122,42.912,2641.0,46.54,-481.0,3.628
31.0,23.0,1009,14.155,1236.0,22.475,227.0,8.320000000000002
31.0,24.0,802,12.622,824.0,12.52,22.0,-0.10200000000000031
31.0,25.0,1441,21.148,1684.0,27.914,243.0,6.766000000000002
31.0,26.0,981,16.393,1153.0,18.406,172.0,2.012999999999998
31.0,27.0,2178,38.789,2287.0,38.392,109.0,-0.39699999999999847
31.0,28.0,2093,34.502,2133.0,32.966,40.0,-1.5360000000000014
31.0,29.0,715,11.359,1183.0,15.881,468.0,4.522
31.0,30.0,950,14.862,1067.0,15.165,117.0,0.30299999999999905
31.0,31.0,0,0.0,0.0,0.0,0.0,0.0
31.0,32.0,1316,23.995,1378.0,23.65,62.0,-0.3450000000000024
31.0,33.0,2306,34.472,2133.0,32.357,-173.0,-2.115000000000002
31.0,34.0,1998,37.196,1883.0,31.1,-115.0,-6.0959999999999965
31.0,35.0,388,6.552,372.0,6.061,-16.0,-0.49099999999999966
31.0,36.0,2258,42.076,2484.0,44.274,226.0,2.1980000000000004
31.0,37.0,297,5.613,345.0,5.629,48.0,0.015999999999999126
31.0,38.0,434,7.308,412.0,6.768,-22.0,-0.54
31.0,39.0,1348,20.607,1596.0,24.087,248.0,3.4800000000000004
31.0,40.0,3399,44.453,4083.0,43.572,684.0,-0.8810000000000002
32.0,1.0,870,14.169,989.0,14.029,119.0,-0.14000000000000057
32.0,2.0,1656,30.257,1149.0,16.024,-507.0,-14.233
32.0,3.0,1487,26.351,1355.0,21.352,-132.0,-4.998999999999999
32.0,4.0,1095,20.328,1421.0,14.775,326.0,-5.552999999999999
32.0,5.0,1980,35.226,1836.0,29.583,-144.0,-5.643000000000001
32.0,6.0,946,14.488,975.0,13.447,29.0,-1.0410000000000004
32.0,7.0,1046,16.602,1049.0,17.087,3.0,0.48499999999999943
32.0,8.0,1578,28.035,1532.0,23.956,-46.0,-4.079000000000001
32.0,9.0,952,19.218,876.0,13.439,-76.0,-5.779
32.0,10.0,1585,26.517,1973.0,30.609,388.0,4.092000000000002
32.0,11.0,1606,30.888,1562.0,25.115,-44.0,-5.773000000000003
32.0,12.0,1493,26.119,1477.0,23.206,-16.0,-2.9130000000000003
32.0,13.0,1715,30.093,1605.0,24.672,-110.0,-5.420999999999999
32.0,14.0,1133,17.036,1258.0,20.504,125.0,3.468
32.0,15.0,1456,25.911,1299.0,20.678,-157.0,-5.2330000000000005
32.0,16.0,1508,26.508,1527.0,26.236,19.0,-0.27199999999999847
32.0,17.0,1655,30.709,1140.0,14.95,-515.0,-15.759
32.0,18.0,1809,32.799,1673.0,27.02,-136.0,-5.779
32.0,19.0,1336,19.714,1485.0,19.855,149.0,0.1410000000000018
32.0,20.0,604,8.079,580.0,8.05,-24.0,-0.028999999999999915
32.0,21.0,733,9.019,773.0,9.845,40.0,0.8260000000000005
32.0,22.0,2796,34.204,2238.0,37.879,-558.0,3.674999999999997
32.0,23.0,1106,17.345,1098.0,16.267,-8.0,-1.0779999999999994
32.0,24.0,1888,31.613,1999.0,33.58,111.0,1.9669999999999987
32.0,25.0,1290,21.352,1413.0,20.591,123.0,-0.7609999999999992
32.0,26.0,1742,31.758,1722.0,27.459,-20.0,-4.2989999999999995
32.0,27.0,1511,26.604,1443.0,20.423,-68.0,-6.181000000000001
32.0,28.0,955,12.485,1026.0,12.513,71.0,0.02800000000000047
32.0,29.0,1041,16.459,1070.0,16.831,29.0,0.3719999999999999
32.0,30.0,766,9.217,721.0,9.17,-45.0,-0.0470000000000006
32.0,31.0,1311,22.806,1477.0,25.453,166.0,2.6469999999999985
32.0,32.0,0,0.0,0.0,0.0,0.0,0.0
32.0,33.0,1989,28.832,2029.0,29.043,40.0,0.21099999999999852
32.0,34.0,694,8.296,746.0,9.415,52.0,1.1189999999999998
32.0,35.0,1582,29.355,1731.0,30.664,149.0,1.309000000000001
32.0,36.0,1591,29.891,1641.0,26.305,50.0,-3.5859999999999985
32.0,37.0,1091,20.365,1127.0,20.038,36.0,-0.3269999999999982
32.0,38.0,1627,30.111,1691.0,29.409,64.0,-0.7020000000000017
32.0,39.0,2143,36.778,2133.0,33.376,-10.0,-3.402000000000001
32.0,40.0,2754,31.425,3455.0,31.509,701.0,0.08399999999999963
33.0,1.0,3223,50.059,2744.0,43.731,-479.0,-6.327999999999996
33.0,2.0,2184,31.992,1953.0,32.076,-231.0,0.08399999999999963
33.0,3.0,1223,14.082,1173.0,16.085,-50.0,2.003
33.0,4.0,2739,43.511,3232.0,47.381,493.0,3.8699999999999974
33.0,5.0,3045,43.57,2753.0,46.562,-292.0,2.9919999999999973
33.0,6.0,1655,20.499,1870.0,26.462,215.0,5.963000000000001
33.0,7.0,3399,52.492,2809.0,46.809,-590.0,-5.683
33.0,8.0,1623,21.59,1177.0,15.087,-446.0,-6.503
33.0,9.0,2338,36.768,2385.0,40.421,47.0,3.6529999999999987
33.0,10.0,2462,31.871,2425.0,34.294,-37.0,2.4229999999999983
33.0,11.0,2646,42.005,2479.0,42.094,-167.0,0.08899999999999864
33.0,12.0,1907,25.643,1589.0,22.973,-318.0,-2.6700000000000017
33.0,13.0,1171,13.634,1213.0,15.094,42.0,1.459999999999999
33.0,14.0,1605,20.245,1148.0,17.056,-457.0,-3.189
33.0,15.0,1741,23.901,1409.0,20.417,-332.0,-3.483999999999998
33.0,16.0,1941,26.236,1805.0,25.027,-136.0,-1.2089999999999996
33.0,17.0,2095,30.879,1944.0,31.002,-151.0,0.12299999999999756
33.0,18.0,2616,38.974,2498.0,39.888,-118.0,0.9140000000000015
33.0,19.0,2353,35.691,2285.0,35.911,-68.0,0.21999999999999886
33.0,20.0,2004,29.068,1866.0,26.892,-138.0,-2.176000000000002
33.0,21.0,2276,34.525,2303.0,36.442,27.0,1.9170000000000016
33.0,22.0,2715,27.953,1692.0,27.548,-1023.0,-0.40500000000000114
33.0,23.0,1264,16.352,1159.0,14.684,-105.0,-1.668000000000001
33.0,24.0,2347,31.57,1696.0,25.258,-651.0,-6.312000000000001
33.0,25.0,946,11.238,958.0,11.702,12.0,0.4640000000000004
33.0,26.0,1274,16.217,1141.0,16.655,-133.0,0.4380000000000024
33.0,27.0,2689,39.503,2509.0,41.245,-180.0,1.7419999999999973
33.0,28.0,2111,29.579,1940.0,29.679,-171.0,0.09999999999999787
33.0,29.0,2646,39.551,2408.0,37.869,-238.0,-1.6820000000000022
33.0,30.0,2091,29.64,1861.0,25.25,-230.0,-4.390000000000001
33.0,31.0,2072,27.208,1941.0,29.139,-131.0,1.931000000000001
33.0,32.0,2071,30.486,2080.0,30.224,9.0,-0.26200000000000045
33.0,33.0,0,0.0,0.0,0.0,0.0,0.0
33.0,34.0,2241,32.749,2211.0,33.934,-30.0,1.1849999999999952
33.0,35.0,2393,33.114,1918.0,28.977,-475.0,-4.136999999999997
33.0,36.0,2632,41.008,2558.0,43.284,-74.0,2.2759999999999962
33.0,37.0,2153,32.534,1650.0,26.55,-503.0,-5.983999999999998
33.0,38.0,2348,32.358,1865.0,28.196,-483.0,-4.1619999999999955
33.0,39.0,1794,22.03,1531.0,22.711,-263.0,0.6809999999999974
33.0,40.0,3332,37.494,3685.0,35.236,353.0,-2.2580000000000027
34.0,1.0,1267,21.659,1271.0,17.327,4.0,-4.331999999999997
34.0,2.0,998,14.84,1050.0,15.643,52.0,0.8030000000000008
34.0,3.0,2161,39.351,1592.0,24.971,-569.0,-14.379999999999999
34.0,4.0,797,12.806,1065.0,8.952,268.0,-3.853999999999999
34.0,5.0,1321,19.806,1359.0,20.785,38.0,0.9789999999999992
34.0,6.0,1299,18.28,1251.0,17.045,-48.0,-1.2349999999999994
34.0,7.0,1580,26.908,1548.0,22.833,-32.0,-4.075000000000003
34.0,8.0,2252,41.035,2231.0,37.997,-21.0,-3.0379999999999967
34.0,9.0,397,6.063,353.0,4.451,-44.0,-1.612
34.0,10.0,2259,39.517,2559.0,39.781,300.0,0.2639999999999958
34.0,11.0,947,15.468,1085.0,16.317,138.0,0.8490000000000002
34.0,12.0,2167,39.119,2170.0,37.18,3.0,-1.939
34.0,13.0,2389,43.093,1906.0,29.635,-483.0,-13.458000000000002
34.0,14.0,1175,16.939,1215.0,19.671,40.0,2.7319999999999993
34.0,15.0,2130,38.911,1998.0,34.719,-132.0,-4.192
34.0,16.0,2182,39.508,2113.0,35.408,-69.0,-4.100000000000001
34.0,17.0,996,15.292,973.0,11.935,-23.0,-3.3569999999999993
34.0,18.0,1150,17.379,1195.0,18.222,45.0,0.843
34.0,19.0,1332,21.042,1313.0,16.844,-19.0,-4.198
34.0,20.0,1548,30.084,1042.0,14.557,-506.0,-15.527
34.0,21.0,155,1.555,181.0,1.685,26.0,0.13000000000000012
34.0,22.0,2978,36.19,2416.0,39.83,-562.0,3.6400000000000006
34.0,23.0,1533,23.225,1331.0,20.613,-202.0,-2.612000000000002
34.0,24.0,2562,44.613,2585.0,42.753,23.0,-1.8599999999999994
34.0,25.0,1555,24.542,1596.0,21.889,41.0,-2.6530000000000022
34.0,26.0,2416,44.758,1993.0,33.441,-423.0,-11.317
34.0,27.0,852,11.184,1014.0,13.384,162.0,2.200000000000001
34.0,28.0,807,10.002,859.0,9.498,52.0,-0.5040000000000013
34.0,29.0,1714,29.436,1656.0,26.004,-58.0,-3.4319999999999986
34.0,30.0,1701,30.719,1183.0,15.677,-518.0,-15.042000000000002
34.0,31.0,1985,35.806,2063.0,34.625,78.0,-1.1809999999999974
34.0,32.0,802,9.051,609.0,8.217,-193.0,-0.8339999999999996
34.0,33.0,2254,32.021,2206.0,30.994,-48.0,-1.027000000000001
34.0,34.0,0,0.0,0.0,0.0,0.0,0.0
34.0,35.0,2256,42.355,2317.0,39.836,61.0,-2.5189999999999984
34.0,36.0,933,14.471,1164.0,17.507,231.0,3.0360000000000014
34.0,37.0,1765,33.365,1713.0,29.21,-52.0,-4.155000000000001
34.0,38.0,2301,43.111,2277.0,38.582,-24.0,-4.528999999999996
34.0,39.0,2817,49.778,2382.0,39.497,-435.0,-10.280999999999999
34.0,40.0,2901,32.124,3558.0,31.178,657.0,-0.9460000000000015
