src,dst,time_s,distance_km,year
4,7,2510,46.359,2014
4,8,471,5.718,2014
4,9,305,3.974,2014
4,10,2189,34.968,2014
4,11,2712,48.268,2014
4,12,1404,18.11,2014
4,13,2152,39.508,2014
4,14,697,9.964,2014
4,15,912,11.644,2014
4,16,1066,15.516,2014
4,17,350,5.354,2014
4,18,2135,32.003,2014
4,19,1210,19.623,2014
4,20,1159,17.475,2014
4,21,942,15.149,2014
4,22,1553,27.283,2014
4,23,1416,17.452,2014
4,24,2235,40.482,2014
4,25,958,13.188,2014
4,26,2495,45.36,2014
4,27,913,12.432,2014
4,28,751,10.373,2014
4,29,3481,44.012,2014
4,30,744,11.579,2014
4,31,1375,21.711,2014
4,32,1804,29.502,2014
4,33,880,12.61,2014
4,34,1465,25.568,2014
4,35,598,9.18,2014
4,36,555,8.381,2014
4,37,1158,14.707,2014
4,38,3338,40.604,2014
4,39,1489,25.483,2014
4,40,1960,31.938,2014
4,41,1215,17.264,2014
4,42,883,11.664,2014
4,43,2321,42.982,2014
4,44,1501,23.245,2014
4,45,1457,22.741,2014
4,46,528,6.562,2014
4,47,1680,26.058,2014
4,48,1395,22.336,2014
4,49,2307,36.054,2014
4,50,1711,25.904,2014
5,1,916,16.115,2014
5,2,1809,33.807,2014
5,3,446,7.262,2014
5,4,1900,35.491,2014
5,5,0,0.0,2014
5,6,1908,33.973,2014
5,7,703,12.326,2014
5,8,1787,32.595,2014
5,9,1779,33.367,2014
5,10,752,12.15,2014
5,11,906,14.237,2014
5,12,1196,24.54,2014
5,13,264,3.63,2014
5,14,1548,24.945,2014
5,15,2210,39.069,2014
5,16,1556,26.247,2014
5,17,2065,39.215,2014
5,18,963,15.337,2014
5,19,1362,23.892,2014
5,20,1349,25.175,2014
5,21,1633,30.263,2014
5,22,950,17.921,2014
5,23,2255,33.726,2014
5,24,347,4.604,2014
5,25,1904,36.811,2014
5,26,689,11.329,2014
5,27,1949,37.567,2014
5,28,2465,44.234,2014
5,29,3035,38.763,2014
5,30,1579,30.187,2014
5,31,1262,23.192,2014
5,32,767,10.682,2014
5,33,2595,46.471,2014
5,34,545,10.517,2014
5,35,1409,27.696,2014
5,36,1519,28.613,2014
5,37,2875,48.286,2014
5,38,3720,49.676,2014
5,39,892,17.468,2014
5,40,377,4.945,2014
5,41,1696,27.765,2014
5,42,2181,39.089,2014
5,43,515,8.951,2014
5,44,1043,18.7,2014
5,45,981,14.988,2014
5,46,1834,34.049,2014
5,47,572,9.045,2014
5,48,1225,21.796,2014
5,49,1513,25.218,2014
5,50,500,6.751,2014
6,1,1806,28.34,2014
6,2,1361,20.776,2014
6,3,2031,34.5,2014
6,4,1386,20.015,2014
6,5,1886,33.365,2014
6,6,0,0.0,2014
6,7,2542,45.06,2014
6,8,1057,14.545,2014
6,9,1146,15.9,2014
6,10,2591,44.882,2014
6,11,2744,46.969,2014
6,12,1394,16.251,2014
6,13,2184,38.211,2014
6,14,1415,18.88,2014
6,15,1008,14.088,2014
6,16,1847,25.873,2014
6,17,1427,21.065,2014
6,18,2471,38.034,2014
6,19,717,3.665,2014
6,20,1220,16.849,2014
6,21,609,7.7,2014
6,22,1585,25.982,2014
6,23,2685,38.003,2014
6,24,2267,39.183,2014
6,25,594,8.016,2014
6,26,2528,44.063,2014
6,27,640,8.772,2014
6,28,1794,25.279,2014
6,29,3777,47.986,2014
6,30,1146,17.148,2014
6,31,870,5.331,2014
6,32,1836,28.2,2014
6,33,1924,27.516,2014
6,34,1497,24.267,2014
6,35,960,14.665,2014
6,36,1021,13.825,2014
6,37,2346,32.805,2014
6,38,3980,52.572,2014
6,39,1576,23.01,2014
6,40,1992,30.637,2014
6,41,1996,27.621,2014
6,42,979,14.108,2014
6,43,2353,41.683,2014
6,44,1141,9.616,2014
6,45,1791,27.587,2014
6,46,1386,21.018,2014
6,47,2016,32.088,2014
6,48,896,6.007,2014
6,49,2617,40.602,2014
6,50,1921,27.602,2014
7,1,1578,27.936,2014
7,2,2472,45.628,2014
7,3,1108,19.082,2014
7,4,2563,47.312,2014
7,5,706,12.315,2014
7,6,2570,45.794,2014
7,7,0,0.0,2014
7,8,2449,44.416,2014
7,9,2441,45.188,2014
7,10,810,13.561,2014
7,11,511,6.152,2014
7,12,2246,36.635,2014
7,13,885,14.685,2014
7,14,2104,34.87,2014
7,15,2873,50.89,2014
7,16,2096,34.614,2014
7,17,2727,51.036,2014
7,18,1021,16.748,2014
7,19,2025,35.713,2014
7,20,2012,36.996,2014
7,21,2296,42.084,2014
7,22,1613,29.742,2014
7,23,2727,41.935,2014
7,24,968,15.659,2014
7,25,2566,48.632,2014
7,26,357,4.284,2014
7,27,2612,49.388,2014
7,28,3128,56.055,2014
7,29,3093,40.174,2014
7,30,2241,42.008,2014
7,31,1925,35.013,2014
7,32,1419,21.366,2014
7,33,3257,58.292,2014
7,34,1207,22.338,2014
7,35,2071,39.517,2014
7,36,2181,40.434,2014
7,37,3537,60.107,2014
7,38,3778,51.087,2014
7,39,1554,29.289,2014
7,40,997,15.999,2014
7,41,2189,35.09,2014
7,42,2844,50.91,2014
7,43,560,10.402,2014
7,44,1705,30.521,2014
7,45,1483,26.763,2014
7,46,2497,45.87,2014
7,47,1180,20.471,2014
7,48,1887,33.617,2014
7,49,1571,26.629,2014
7,50,1121,17.806,2014
8,1,1723,28.085,2014
8,2,525,7.445,2014
8,3,1948,34.245,2014
8,4,489,6.955,2014
8,5,1804,33.109,2014
8,6,1085,15.101,2014
8,7,2459,44.804,2014
8,8,0,0.0,2014
8,9,159,1.743,2014
8,10,2508,44.626,2014
8,11,2662,46.713,2014
8,12,1354,16.554,2014
8,13,2101,37.953,2014
8,14,804,12.647,2014
8,15,610,7.806,2014
8,16,1173,18.199,2014
8,17,621,9.673,2014
8,18,2116,32.464,2014
8,19,1041,14.857,2014
8,20,1179,17.152,2014
8,21,710,9.483,2014
8,22,1503,25.727,2014
8,23,1848,24.672,2014
8,24,2185,38.927,2014
8,25,650,9.775,2014
8,26,2445,43.807,2014
8,27,604,9.019,2014
8,28,988,13.887,2014
8,29,3424,42.416,2014
8,30,792,11.58,2014
8,31,1206,16.946,2014
8,32,1754,27.946,2014
8,33,1117,16.124,2014
8,34,1414,24.012,2014
8,35,547,7.624,2014
8,36,457,5.921,2014
8,37,1539,21.413,2014
8,38,3445,43.287,2014
8,39,1438,23.927,2014
8,40,1910,30.382,2014
8,41,1323,19.947,2014
8,42,581,7.826,2014
8,43,2271,41.427,2014
8,44,1470,21.18,2014
8,45,1438,22.019,2014
8,46,550,7.687,2014
8,47,1661,26.518,2014
8,48,1225,17.571,2014
8,49,2262,35.029,2014
8,50,1692,25.182,2014
9,1,1655,27.504,2014
9,2,392,5.674,2014
9,3,1880,33.664,2014
9,4,356,5.184,2014
9,5,1735,32.529,2014
9,6,1114,15.522,2014
9,7,2390,44.223,2014
9,8,154,1.71,2014
9,9,0,0.0,2014
9,10,2217,38.299,2014
9,11,2593,46.132,2014
9,12,1285,15.973,2014
9,13,2032,37.372,2014
9,14,672,10.876,2014
9,15,704,9.166,2014
9,16,1041,16.428,2014
9,17,520,8.907,2014
9,18,2048,31.883,2014
9,19,1091,17.486,2014
9,20,1110,16.571,2014
9,21,739,9.905,2014
9,22,1434,25.146,2014
9,23,1716,22.901,2014
9,24,2116,38.346,2014
9,25,679,10.197,2014
9,26,2376,43.226,2014
9,27,633,9.441,2014
9,28,921,13.926,2014
9,29,3355,41.835,2014
9,30,645,9.659,2014
9,31,1256,19.574,2014
9,32,1685,27.365,2014
9,33,1042,15.772,2014
9,34,1345,23.431,2014
9,35,479,7.045,2014
9,36,435,6.244,2014
9,37,1473,21.452,2014
9,38,3313,41.516,2014
9,39,1369,23.346,2014
9,40,1841,29.801,2014
9,41,1190,18.176,2014
9,42,675,9.186,2014
9,43,2202,40.846,2014
9,44,1382,21.108,2014
9,45,1369,21.438,2014
9,46,417,5.916,2014
9,47,1592,25.937,2014
9,48,1276,20.199,2014
9,49,2281,36.959,2014
9,50,1623,24.601,2014
10,1,1587,27.548,2014
10,2,1863,32.13,2014
10,3,1117,18.695,2014
10,4,2207,37.274,2014
10,5,715,11.927,2014
10,6,2579,45.406,2014
10,7,757,13.621,2014
10,8,2042,31.401,2014
10,9,2034,32.173,2014
10,10,0,0.0,2014
10,11,599,9.033,2014
10,12,1297,20.183,2014
10,13,894,14.297,2014
10,14,1618,28.094,2014
10,15,2518,37.935,2014
10,16,1460,23.483,2014
10,17,2403,40.576,2014
10,18,385,5.614,2014
10,19,2034,35.325,2014
10,20,1459,21.321,2014
10,21,2049,34.103,2014
10,22,1621,29.354,2014
10,23,2091,30.801,2014
10,24,977,15.271,2014
10,25,2298,39.199,2014
10,26,743,12.624,2014
10,27,2344,39.955,2014
10,28,2921,46.386,2014
10,29,2457,29.04,2014
10,30,1590,23.814,2014
10,31,1934,34.625,2014
10,32,1320,20.991,2014
10,33,2619,42.231,2014
10,34,1216,21.95,2014
10,35,1664,26.502,2014
10,36,1774,27.419,2014
10,37,2861,45.658,2014
10,38,3142,39.953,2014
10,39,1563,28.901,2014
10,40,1006,15.612,2014
10,41,1554,23.96,2014
10,42,2489,37.955,2014
10,43,404,6.489,2014
10,44,1714,30.133,2014
10,45,847,15.629,2014
10,46,1888,32.372,2014
10,47,543,9.338,2014
10,48,1896,33.229,2014
10,49,935,15.495,2014
10,50,794,10.703,2014
11,1,1776,29.792,2014
11,2,2316,36.519,2014
11,3,1306,20.938,2014
11,4,2761,49.168,2014
11,5,904,14.171,2014
11,6,2768,47.65,2014
11,7,500,6.095,2014
11,8,2647,46.272,2014
11,9,2639,47.044,2014
11,10,595,9.033,2014
11,11,0,0.0,2014
11,12,2057,38.217,2014
11,13,1083,16.541,2014
11,14,2070,32.48,2014
11,15,3071,52.746,2014
11,16,1982,31.578,2014
11,17,2925,52.892,2014
11,18,907,13.709,2014
11,19,2223,37.569,2014
11,20,2210,38.852,2014
11,21,2494,43.94,2014
11,22,1811,31.598,2014
11,23,2613,38.896,2014
11,24,1167,17.515,2014
11,25,2764,50.488,2014
11,26,679,8.896,2014
11,27,2810,51.244,2014
11,28,3326,57.911,2014
11,29,2979,37.135,2014
11,30,2439,43.864,2014
11,31,2123,36.869,2014
11,32,1509,23.235,2014
11,33,3139,50.321,2014
11,34,1405,24.194,2014
11,35,2269,41.373,2014
11,36,2379,42.29,2014
11,37,3384,53.751,2014
11,38,3664,48.048,2014
11,39,1752,31.145,2014
11,40,1196,17.855,2014
11,41,2076,32.054,2014
11,42,3042,52.766,2014
11,43,758,12.258,2014
11,44,1903,32.377,2014
11,45,1369,23.724,2014
11,46,2341,36.761,2014
11,47,1066,17.432,2014
11,48,2085,35.473,2014
11,49,1457,23.59,2014
11,50,1320,19.662,2014
12,1,1079,18.089,2014
12,2,1047,16.905,2014
12,3,1304,24.249,2014
12,4,1138,18.589,2014
12,5,1159,23.114,2014
12,6,1109,16.508,2014
12,7,1815,34.809,2014
12,8,1025,15.693,2014
12,9,1017,16.465,2014
12,10,1864,34.633,2014
12,11,2017,36.72,2014
12,12,0,0.0,2014
12,13,1272,18.164,2014
12,14,1096,14.811,2014
12,15,1411,21.604,2014
12,16,1313,20.27,2014
12,17,1303,22.313,2014
12,18,1257,16.707,2014
12,19,827,13.025,2014
12,20,223,2.092,2014
12,21,834,12.798,2014
12,22,557,7.366,2014
12,23,2013,27.75,2014
12,24,1042,14.272,2014
12,25,1105,19.346,2014
12,26,1800,33.812,2014
12,27,1150,20.102,2014
12,28,1703,27.332,2014
12,29,2797,31.464,2014
12,30,734,9.992,2014
12,31,838,11.193,2014
12,32,1059,14.083,2014
12,33,1833,29.569,2014
12,34,770,14.016,2014
12,35,647,10.794,2014
12,36,757,11.711,2014
12,37,2113,31.384,2014
12,38,3298,39.251,2014
12,39,788,13.352,2014
12,40,1137,16.077,2014
12,41,1441,21.773,2014
12,42,1382,21.624,2014
12,43,1626,31.434,2014
12,44,731,11.379,2014
12,45,811,11.067,2014
12,46,1072,17.147,2014
12,47,1047,14.66,2014
12,48,843,11.656,2014
12,49,1636,24.077,2014
12,50,860,11.569,2014
13,1,1211,20.958,2014
13,2,2104,38.65,2014
13,3,741,12.104,2014
13,4,2195,40.334,2014
13,5,339,5.337,2014
13,6,2203,38.816,2014
13,7,890,14.767,2014
13,8,2082,37.438,2014
13,9,2074,38.21,2014
13,10,939,14.591,2014
13,11,1093,16.678,2014
13,12,1491,29.383,2014
13,13,0,0.0,2014
13,14,1465,22.729,2014
13,15,2505,43.912,2014
13,16,1486,24.046,2014
13,17,2360,44.058,2014
13,18,734,9.175,2014
13,19,1657,28.735,2014
13,20,1644,30.018,2014
13,21,1928,35.106,2014
13,22,905,10.503,2014
13,23,2186,31.525,2014
13,24,164,1.702,2014
13,25,2199,41.654,2014
13,26,876,13.77,2014
13,27,2244,42.41,2014
13,28,2760,49.077,2014
13,29,2827,31.296,2014
13,30,1874,35.03,2014
13,31,1557,28.035,2014
13,32,569,6.173,2014
13,33,2466,36.869,2014
13,34,840,15.36,2014
13,35,1704,32.539,2014
13,36,1814,33.456,2014
13,37,2708,40.296,2014
13,38,3388,41.823,2014
13,39,1187,22.311,2014
13,40,193,2.043,2014
13,41,1614,25.549,2014
13,42,2476,43.932,2014
13,43,702,11.392,2014
13,44,1338,23.543,2014
13,45,912,12.787,2014
13,46,2129,38.892,2014
13,47,477,6.034,2014
13,48,1520,26.639,2014
13,49,1306,17.751,2014
13,50,317,3.849,2014
14,1,1873,28.944,2014
14,2,349,4.829,2014
14,3,2098,35.104,2014
14,4,692,9.974,2014
14,5,1650,26.579,2014
14,6,1384,18.808,2014
14,7,2175,35.293,2014
14,8,874,13.536,2014
14,9,737,11.763,2014
14,10,1595,25.757,2014
14,11,2116,33.851,2014
14,12,977,13.276,2014
14,13,1589,24.361,2014
14,14,0,0.0,2014
14,15,1350,17.61,2014
14,16,464,6.308,2014
14,17,889,13.276,2014
14,18,1541,22.792,2014
14,19,1309,18.926,2014
14,20,1025,13.447,2014
14,21,994,14.145,2014
14,22,1138,17.302,2014
14,23,1267,16.353,2014
14,24,1554,22.585,2014
14,25,1242,19.237,2014
14,26,2160,34.296,2014
14,27,1131,16.276,2014
14,28,1409,19.089,2014
14,29,2887,34.8,2014
14,30,610,7.551,2014
14,31,1474,21.014,2014
14,32,1571,22.157,2014
14,33,1104,14.93,2014
14,34,1564,24.871,2014
14,35,545,6.725,2014
14,36,631,7.546,2014
14,37,1347,18.357,2014
14,38,2744,31.392,2014
14,39,1588,24.786,2014
14,40,1565,22.722,2014
14,41,614,8.056,2014
14,42,1321,17.63,2014
14,43,1793,29.713,2014
14,44,1600,22.548,2014
14,45,977,14.718,2014
14,46,374,5.071,2014
14,47,1086,16.846,2014
14,48,1494,21.639,2014
14,49,1713,26.842,2014
14,50,1368,19.776,2014
15,1,2093,33.71,2014
15,2,1002,14.715,2014
15,3,2318,39.87,2014
15,4,708,10.084,2014
15,5,2174,38.734,2014
15,6,1008,14.089,2014
15,7,2829,50.429,2014
15,8,579,7.233,2014
15,9,572,7.352,2014
15,10,2878,50.251,2014
15,11,3032,52.338,2014
15,12,1682,21.621,2014
15,13,2471,43.578,2014
15,14,1281,19.917,2014
15,15,0,0.0,2014
15,16,1650,25.469,2014
15,17,749,11.134,2014
15,18,2527,37.868,2014
15,19,1253,17.663,2014
15,20,1507,22.219,2014
15,21,763,12.009,2014
15,22,1873,31.352,2014
15,23,2210,29.581,2014
15,24,2554,44.552,2014
15,25,415,6.073,2014
15,26,2815,49.432,2014
15,27,369,5.317,2014
15,28,1070,12.985,2014
15,29,3835,47.82,2014
15,30,1203,16.984,2014
15,31,1418,19.752,2014
15,32,2124,33.571,2014
15,33,1245,17.585,2014
15,34,1784,29.637,2014
15,35,958,13.028,2014
15,36,831,11.302,2014
15,37,1668,22.873,2014
15,38,3922,50.557,2014
15,39,1887,28.079,2014
15,40,2280,36.007,2014
15,41,1800,27.217,2014
15,42,128,1.432,2014
15,43,2640,47.052,2014
15,44,1683,23.986,2014
15,45,1849,27.423,2014
15,46,1026,14.957,2014
15,47,2072,31.922,2014
15,48,1438,20.377,2014
15,49,2673,40.433,2014
15,50,2102,30.586,2014
16,1,2076,33.827,2014
16,2,696,10.051,2014
16,3,1963,33.266,2014
16,4,1039,15.196,2014
16,5,1561,26.498,2014
16,6,1812,25.594,2014
16,7,1991,34.345,2014
16,8,1221,18.758,2014
16,9,1084,16.985,2014
16,10,1440,23.219,2014
16,11,1961,31.314,2014
16,12,1228,18.823,2014
16,13,1500,24.28,2014
16,14,443,6.013,2014
16,15,1835,27.734,2014
16,16,0,0.0,2014
16,17,1236,18.498,2014
16,18,1456,21.919,2014
16,19,1810,30.224,2014
16,20,1316,19.395,2014
16,21,1422,20.931,2014
16,22,1296,20.241,2014
16,23,937,11.06,2014
16,24,1465,22.506,2014
16,25,1658,26.737,2014
16,26,1977,33.348,2014
16,27,1613,25.981,2014
16,28,1756,24.311,2014
16,29,2718,30.474,2014
16,30,1039,14.338,2014
16,31,1974,32.312,2014
16,32,1728,25.096,2014
16,33,1451,20.152,2014
16,34,1767,29.752,2014
16,35,973,13.512,2014
16,36,1208,18.836,2014
16,37,1694,23.579,2014
16,38,2539,26.422,2014
16,39,1781,29.663,2014
16,40,1476,22.643,2014
16,41,235,2.447,2014
16,42,1806,27.754,2014
16,43,1637,27.175,2014
16,44,2094,33.845,2014
16,45,922,14.516,2014
16,46,721,10.293,2014
16,47,996,16.765,2014
16,48,1994,32.937,2014
16,49,1503,21.877,2014
16,50,1279,19.696,2014
17,1,1936,33.354,2014
17,2,541,7.315,2014
17,3,2161,39.514,2014
17,4,344,4.25,2014
17,5,2016,38.379,2014
17,6,1494,23.529,2014
17,7,2671,50.068,2014
17,8,656,10.683,2014
17,9,466,7.687,2014
17,10,2280,38.382,2014
17,11,2874,51.979,2014
17,12,1232,21.606,2014
17,13,2313,43.219,2014
17,14,734,10.959,2014
17,15,847,11.903,2014
17,16,1103,16.511,2014
17,17,0,0.0,2014
17,18,2296,37.082,2014
17,19,1372,23.336,2014
17,20,1320,21.188,2014
17,21,1104,18.862,2014
17,22,1715,30.996,2014
17,23,1264,15.713,2014
17,24,2396,44.193,2014
17,25,1120,16.902,2014
17,26,2657,49.071,2014
17,27,1074,16.146,2014
17,28,648,8.443,2014
17,29,3519,45.003,2014
17,30,906,15.292,2014
17,31,1537,25.424,2014
17,32,1966,33.215,2014
17,33,653,8.736,2014
17,34,1626,29.281,2014
17,35,759,12.893,2014
17,36,716,12.094,2014
17,37,1079,14.031,2014
17,38,3375,41.599,2014
17,39,1650,29.196,2014
17,40,2122,35.651,2014
17,41,1252,18.257,2014
17,42,818,11.923,2014
17,43,2482,46.693,2014
17,44,1663,26.958,2014
17,45,1609,24.925,2014
17,46,565,7.557,2014
17,47,1717,27.053,2014
17,48,1556,26.049,2014
17,49,2344,37.042,2014
17,50,1873,29.617,2014
18,1,1779,30.667,2014
18,2,1674,26.008,2014
18,3,1309,21.814,2014
18,4,2016,31.153,2014
18,5,907,15.046,2014
18,6,2301,34.29,2014
18,7,949,16.74,2014
18,8,1913,28.114,2014
18,9,2061,32.942,2014
18,10,396,5.614,2014
18,11,918,13.709,2014
18,12,1245,17.146,2014
18,13,1086,17.416,2014
18,14,1428,21.969,2014
18,15,2389,34.648,2014
18,16,1494,22.261,2014
18,17,2213,34.455,2014
18,18,0,0.0,2014
18,19,2225,38.444,2014
18,20,1407,18.284,2014
18,21,1920,30.816,2014
18,22,1054,14.14,2014
18,23,2125,29.579,2014
18,24,748,9.549,2014
18,25,2169,35.912,2014
18,26,935,15.743,2014
18,27,2215,36.668,2014
18,28,2734,40.268,2014
18,29,2491,27.818,2014
18,30,1461,20.527,2014
18,31,2126,37.744,2014
18,32,1512,24.11,2014
18,33,2429,36.109,2014
18,34,1408,25.069,2014
18,35,1535,23.215,2014
18,36,1645,24.132,2014
18,37,2671,39.536,2014
18,38,3177,38.731,2014
18,39,1755,32.02,2014
18,40,759,9.686,2014
18,41,1588,22.738,2014
18,42,2360,34.668,2014
18,43,595,9.57,2014
18,44,1906,33.252,2014
18,45,881,14.407,2014
18,46,1698,26.25,2014
18,47,491,6.301,2014
18,48,2088,36.348,2014
18,49,970,14.273,2014
18,50,647,7.682,2014
19,1,1120,17.684,2014
19,2,1174,18.884,2014
19,3,1477,25.019,2014
19,4,1265,20.568,2014
19,5,1333,23.884,2014
19,6,714,3.665,2014
19,7,1988,35.579,2014
19,8,991,14.25,2014
19,9,1080,15.605,2014
19,10,2037,35.402,2014
19,11,2191,37.49,2014
19,12,785,12.591,2014
19,13,1631,28.73,2014
19,14,1274,18.316,2014
19,15,1250,17.729,2014
19,16,1705,25.309,2014
19,17,1322,20.826,2014
19,18,2248,38.589,2014
19,19,0,0.0,2014
19,20,938,13.226,2014
19,21,673,8.92,2014
19,22,1032,16.501,2014
19,23,2498,36.111,2014
19,24,1714,29.704,2014
19,25,944,15.471,2014
19,26,1974,34.582,2014
19,27,989,16.227,2014
19,28,1689,25.039,2014
19,29,3591,46.094,2014
19,30,959,15.256,2014
19,31,164,2.09,2014
19,32,1283,18.719,2014
19,33,1818,27.274,2014
19,34,943,14.786,2014
19,35,774,12.773,2014
19,36,884,12.434,2014
19,37,2240,33.363,2014
19,38,3793,50.68,2014
19,39,633,10.417,2014
19,40,1439,21.156,2014
19,41,1855,27.057,2014
19,42,1221,17.749,2014
19,43,1800,32.204,2014
19,44,429,6.324,2014
19,45,1605,25.695,2014
19,46,1199,19.126,2014
19,47,1497,23.529,2014
19,48,184,2.715,2014
19,49,2430,38.71,2014
19,50,1460,22.088,2014
20,1,1279,18.468,2014
20,2,1172,17.103,2014
20,3,1504,24.628,2014
20,4,1263,18.787,2014
20,5,1359,23.493,2014
20,6,1233,16.706,2014
20,7,2015,35.188,2014
20,8,1149,15.891,2014
20,9,1141,16.663,2014
20,10,1672,25.537,2014
20,11,2217,37.099,2014
20,12,214,1.808,2014
20,13,1657,28.339,2014
20,14,1070,13.529,2014
20,15,1536,21.802,2014
20,16,1304,19.4,2014
20,17,1427,22.511,2014
20,18,1688,24.237,2014
20,19,952,13.223,2014
20,20,0,0.0,2014
20,21,959,12.996,2014
20,22,771,9.173,2014
20,23,2003,26.88,2014
20,24,1257,16.079,2014
20,25,1229,19.544,2014
20,26,2000,34.191,2014
20,27,1275,20.3,2014
20,28,1828,27.53,2014
20,29,2909,31.6,2014
20,30,708,8.71,2014
20,31,957,11.391,2014
20,32,1309,18.329,2014
20,33,1957,29.767,2014
20,34,970,14.395,2014
20,35,771,10.992,2014
20,36,881,11.909,2014
20,37,2237,31.582,2014
20,38,3289,38.381,2014
20,39,994,14.31,2014
20,40,1281,15.524,2014
20,41,1431,20.903,2014
20,42,1507,21.822,2014
20,43,1826,31.813,2014
20,44,1008,12.099,2014
20,45,923,11.202,2014
20,46,1197,17.345,2014
20,47,1159,14.795,2014
20,48,962,11.854,2014
20,49,1748,24.216,2014
20,50,1075,13.376,2014
21,1,1537,26.353,2014
21,2,982,17.245,2014
21,3,1762,32.513,2014
21,4,940,15.343,2014
21,5,1617,31.378,2014
21,6,617,6.92,2014
21,7,2273,43.073,2014
21,8,650,9.82,2014
21,9,740,11.175,2014
21,10,2322,42.897,2014
21,11,2475,44.984,2014
21,12,1125,14.264,2014
21,13,1915,36.224,2014
21,14,1009,14.155,2014
21,15,802,12.622,2014
21,16,1441,21.148,2014
