src,dst,time_s_2018,distance_km_2018,year,time_s_2025,distance_km_2025,delta_time_s,delta_distance_km,pct_time,pct_distance
5,28,2465,44.234,2018,2508,43.863,43,-0.3710000000000022,1.7444219066937119,-0.8387213455712851
5,29,3035,38.763,2018,3589,43.207,554,4.444000000000003,18.253706754530477,11.46454092820474
5,30,1579,30.187,2018,1788,31.552,209,1.3649999999999984,13.236225459151363,4.5218140259051856
5,31,1262,23.192,2018,1574,26.591,312,3.399000000000001,24.722662440570524,14.655915833045881
5,32,767,10.682,2018,624,9.541,-143,-1.141,-18.64406779661017,-10.681520314547837
5,33,2595,46.471,2018,2267,39.203,-328,-7.267999999999994,-12.639691714836223,-15.639861418949438
5,34,545,10.517,2018,594,10.516,49,-0.0009999999999994458,8.990825688073395,-0.009508414947223027
5,35,1409,27.696,2018,1449,27.698,40,0.0019999999999988916,2.8388928317955995,0.007221259387633201
5,36,1519,28.613,2018,1586,28.669,67,0.05600000000000094,4.410796576695194,0.19571523433404725
5,37,2875,48.286,2018,2632,45.914,-243,-2.372,-8.45217391304348,-4.912396968065277
5,38,3720,49.676,2018,3586,61.099,-134,11.422999999999995,-3.6021505376344085,22.995007649569196
5,39,892,17.468,2018,988,18.734,96,1.2660000000000018,10.762331838565023,7.247538355850709
5,40,377,4.945,2018,401,4.977,24,0.03200000000000003,6.36604774535809,0.6471183013144596
5,41,1696,27.765,2018,1954,33.585,258,5.82,15.212264150943398,20.961642355483523
5,42,2181,39.089,2018,2337,40.887,156,1.7980000000000018,7.152682255845942,4.599759523139507
5,43,515,8.951,2018,549,8.831,34,-0.120000000000001,6.601941747572816,-1.3406323315830744
5,44,1043,18.7,2018,1163,20.35,120,1.6500000000000021,11.505273250239693,8.823529411764717
5,45,981,14.988,2018,1353,24.346,372,9.358,37.920489296636084,62.436615959434214
5,46,1834,34.049,2018,1803,33.58,-31,-0.4690000000000012,-1.6902944383860414,-1.3774266498281924
5,47,572,9.045,2018,551,9.066,-21,0.021000000000000796,-3.6713286713286712,0.23217247097844992
5,48,1225,21.796,2018,1400,25.058,175,3.2620000000000005,14.285714285714285,14.96604881629657
5,49,1513,25.218,2018,1490,24.182,-23,-1.0360000000000014,-1.520158625247852,-4.1081766991831286
5,50,500,6.751,2018,506,7.019,6,0.2679999999999998,1.2,3.9697822544808146
6,1,1806,28.34,2018,2189,30.499,383,2.158999999999999,21.207087486157253,7.6182074805927975
6,2,1361,20.776,2018,1502,21.636,141,0.8599999999999994,10.360029390154299,4.13939160569888
6,3,2031,34.5,2018,2757,36.764,726,2.264000000000003,35.745937961595274,6.562318840579719
6,4,1386,20.015,2018,1637,24.992,251,4.977,18.10966810966811,24.86635023732201
6,5,1886,33.365,2018,2210,35.403,324,2.0379999999999967,17.17921527041357,6.108197212647974
6,6,0,0.0,2018,0,0.0,0,0.0,,
6,7,2542,45.06,2018,2897,47.104,355,2.043999999999997,13.965381589299763,4.536173990235235
6,8,1057,14.545,2018,1496,21.662,439,7.116999999999999,41.53263954588458,48.93090409075283
6,9,1146,15.9,2018,1456,21.062,310,5.162000000000001,27.05061082024433,32.46540880503145
6,10,2591,44.882,2018,2870,46.971,279,2.0889999999999986,10.768043226553454,4.654427164564856
6,11,2744,46.969,2018,3008,49.009,264,2.039999999999999,9.620991253644315,4.343290255274754
6,12,1394,16.251,2018,1392,18.085,-2,1.8339999999999996,-0.1434720229555237,11.285459356347298
6,13,2184,38.211,2018,2394,35.513,210,-2.6980000000000004,9.615384615384617,-7.0607940121954424
6,14,1415,18.88,2018,1729,26.695,314,7.815000000000001,22.190812720848058,41.393008474576284
6,15,1008,14.088,2018,1228,18.362,220,4.273999999999999,21.825396825396826,30.33787620670073
6,16,1847,25.873,2018,2177,32.134,330,6.260999999999999,17.866811044937737,24.198971901209752
6,17,1427,21.065,2018,1558,24.248,131,3.183,9.18009810791871,15.11037265606456
6,18,2471,38.034,2018,2627,37.192,156,-0.8419999999999987,6.3132335087009315,-2.213808697481198
6,19,717,3.665,2018,1702,20.414,985,16.749000000000002,137.3779637377964,456.9986357435198
6,20,1220,16.849,2018,1559,19.185,339,2.3359999999999985,27.786885245901637,13.864324292242856
6,21,609,7.7,2018,726,10.864,117,3.1640000000000006,19.21182266009852,41.0909090909091
6,22,1585,25.982,2018,1872,27.87,287,1.8880000000000017,18.10725552050473,7.266569163266884
6,23,2685,38.003,2018,2538,38.199,-147,0.19599999999999795,-5.4748603351955305,0.5157487566770991
6,24,2267,39.183,2018,2376,35.32,109,-3.8629999999999995,4.808116453462726,-9.858867365949518
6,25,594,8.016,2018,778,11.903,184,3.8870000000000005,30.976430976430976,48.49051896207585
6,26,2528,44.063,2018,2976,48.294,448,4.2309999999999945,17.72151898734177,9.602160542859076
6,27,640,8.772,2018,817,12.61,177,3.837999999999999,27.65625,43.75284997720017
6,28,1794,25.279,2018,2001,29.929,207,4.649999999999999,11.538461538461538,18.394714980814108
6,29,3777,47.986,2018,4576,47.792,799,-0.1939999999999955,21.154355308445858,-0.40428458300336667
6,30,1146,17.148,2018,1453,19.204,307,2.056000000000001,26.788830715532285,11.989736412409616
6,31,870,5.331,2018,1653,19.065,783,13.734000000000002,90.0,257.62521102982555
6,32,1836,28.2,2018,2123,31.355,287,3.155000000000001,15.631808278867101,11.187943262411352
6,33,1924,27.516,2018,1965,29.659,41,2.1430000000000007,2.130977130977131,7.788195958714933
6,34,1497,24.267,2018,1746,25.194,249,0.9269999999999996,16.63326653306613,3.8200024724935084
6,35,960,14.665,2018,1160,15.37,200,0.7050000000000001,20.833333333333336,4.807364473235596
6,36,1021,13.825,2018,1445,21.986,424,8.161000000000001,41.52791380999021,59.03074141048826
