src,dst,time_s,distance_km,year
22,21,60,0.525,2018
22,22,0,0.0,2018
22,23,425,5.334,2018
22,24,312,3.947,2018
22,25,664,9.886,2018
22,26,474,6.491,2018
22,27,143,1.58,2018
22,28,625,8.457,2018
22,29,621,8.009,2018
22,30,323,3.378,2018
22,31,253,3.315,2018
22,32,706,10.392,2018
22,33,525,7.016,2018
22,34,494,5.919,2018
22,35,582,8.319,2018
22,36,194,2.332,2018
22,37,386,4.894,2018
22,38,303,3.755,2018
22,39,533,7.713,2018
22,40,263,2.691,2018
22,41,465,5.711,2018
22,42,543,6.952,2018
22,43,208,2.443,2018
22,44,634,8.379,2018
22,45,1676,7.997,2018
22,46,487,6.694,2018
22,47,195,2.276,2018
22,48,645,9.621,2018
22,49,548,7.262,2018
22,50,346,4.768,2018
23,1,430,6.03,2018
23,2,287,3.261,2018
23,3,540,6.626,2018
23,4,403,5.012,2018
23,5,427,5.243,2018
23,6,504,7.219,2018
23,7,476,5.972,2018
23,8,209,2.703,2018
23,9,415,5.641,2018
23,10,557,6.813,2018
23,11,336,3.678,2018
23,12,265,2.722,2018
23,13,415,4.998,2018
23,14,560,7.993,2018
23,15,559,8.815,2018
23,16,437,5.855,2018
23,17,618,7.495,2018
23,18,310,3.699,2018
23,19,422,4.828,2018
23,20,395,4.317,2018
23,21,473,5.574,2018
23,22,431,5.142,2018
23,23,0,0.0,2018
23,24,247,2.756,2018
23,25,652,10.239,2018
23,26,292,3.912,2018
23,27,345,4.2,2018
23,28,356,4.526,2018
23,29,455,5.742,2018
23,30,443,5.499,2018
23,31,270,2.991,2018
23,32,693,10.745,2018
23,33,208,2.153,2018
23,34,93,0.671,2018
23,35,314,4.388,2018
23,36,302,3.466,2018
23,37,210,1.942,2018
23,38,245,2.676,2018
23,39,264,3.782,2018
23,40,449,5.496,2018
23,41,506,6.898,2018
23,42,199,1.859,2018
23,43,482,6.091,2018
23,44,365,4.448,2018
23,45,1775,10.391,2018
23,46,259,3.186,2018
23,47,421,5.387,2018
23,48,553,8.818,2018
23,49,228,2.399,2018
23,50,273,3.027,2018
24,1,290,3.068,2018
24,2,102,0.863,2018
24,3,665,8.524,2018
24,4,427,5.346,2018
24,5,242,2.845,2018
24,6,558,7.719,2018
24,7,290,3.574,2018
24,8,334,4.6,2018
24,9,346,4.336,2018
24,10,682,8.711,2018
24,11,151,1.28,2018
24,12,429,5.287,2018
24,13,229,2.6,2018
24,14,685,9.891,2018
24,15,684,10.711,2018
24,16,491,6.355,2018
24,17,743,9.393,2018
24,18,475,5.997,2018
24,19,454,5.162,2018
24,20,265,2.77,2018
24,21,287,3.176,2018
24,22,263,3.123,2018
24,23,272,3.036,2018
24,24,0,0.0,2018
24,25,776,12.135,2018
24,26,417,5.809,2018
24,27,216,2.653,2018
24,28,521,6.824,2018
24,29,580,7.639,2018
24,30,257,3.101,2018
24,31,88,0.793,2018
24,32,818,12.641,2018
24,33,372,4.718,2018
24,34,341,3.621,2018
24,35,479,6.686,2018
24,36,117,1.068,2018
24,37,280,2.739,2018
24,38,67,0.53,2018
24,39,429,6.08,2018
24,40,264,3.098,2018
24,41,561,7.401,2018
24,42,417,5.033,2018
24,43,435,5.514,2018
24,44,530,6.746,2018
24,45,1829,10.894,2018
24,46,383,5.083,2018
24,47,374,4.81,2018
24,48,677,10.714,2018
24,49,395,4.964,2018
24,50,154,1.625,2018
25,1,1031,15.705,2018
25,2,890,13.61,2018
25,3,553,7.511,2018
25,4,1004,14.687,2018
25,5,977,14.543,2018
25,6,433,7.626,2018
25,7,760,11.076,2018
25,8,635,9.602,2018
25,9,1016,15.316,2018
25,10,531,7.412,2018
25,11,886,12.978,2018
25,12,866,12.397,2018
25,13,787,12.277,2018
25,14,499,7.001,2018
25,15,191,2.98,2018
25,16,431,6.645,2018
25,17,611,8.36,2018
25,18,715,10.023,2018
25,19,1023,14.503,2018
25,20,739,10.946,2018
25,21,773,11.768,2018
25,22,602,9.351,2018
25,23,753,10.82,2018
25,24,797,12.056,2018
25,25,0,0.0,2018
25,26,539,8.278,2018
25,27,646,9.804,2018
25,28,807,11.761,2018
25,29,490,7.125,2018
25,30,895,13.449,2018
25,31,795,11.528,2018
25,32,52,0.516,2018
25,33,809,11.828,2018
25,34,727,10.622,2018
25,35,764,11.623,2018
25,36,788,11.629,2018
25,37,830,12.026,2018
25,38,795,11.976,2018
25,39,714,11.017,2018
25,40,843,12.84,2018
25,41,372,5.967,2018
25,42,724,10.256,2018
25,43,671,9.046,2018
25,44,815,11.683,2018
25,45,1668,9.559,2018
25,46,571,8.619,2018
25,47,646,9.465,2018
25,48,169,2.051,2018
25,49,829,12.074,2018
25,50,816,12.327,2018
26,1,549,8.095,2018
26,2,434,5.846,2018
26,3,380,4.48,2018
26,4,494,6.269,2018
26,5,574,7.828,2018
26,6,336,4.904,2018
26,7,636,9.564,2018
26,8,153,1.992,2018
26,9,534,7.706,2018
26,10,396,4.667,2018
26,11,483,6.263,2018
26,12,383,4.787,2018
26,13,732,10.815,2018
26,14,399,5.847,2018
26,15,398,6.669,2018
26,16,269,3.54,2018
26,17,458,5.349,2018
26,18,211,1.924,2018
26,19,541,6.893,2018
26,20,447,5.643,2018
26,21,585,7.379,2018
26,22,547,7.889,2018
26,23,271,3.21,2018
26,24,394,5.341,2018
26,25,491,8.093,2018
26,26,0,0.0,2018
26,27,382,5.03,2018
26,28,345,3.711,2018
26,29,294,3.595,2018
26,30,590,8.084,2018
26,31,417,5.576,2018
26,32,533,8.599,2018
26,33,326,4.218,2018
26,34,245,3.012,2018
26,35,303,3.605,2018
26,36,462,5.585,2018
26,37,348,4.416,2018
26,38,392,5.261,2018
26,39,253,2.999,2018
26,40,596,8.081,2018
26,41,339,4.586,2018
26,42,242,2.646,2018
26,43,525,6.788,2018
26,44,354,3.633,2018
26,45,1607,8.079,2018
26,46,88,1.009,2018
26,47,465,6.084,2018
26,48,392,6.672,2018
26,49,347,4.464,2018
26,50,419,5.612,2018
27,1,509,6.05,2018
27,2,239,2.525,2018
27,3,660,8.588,2018
27,4,537,6.634,2018
27,5,375,4.43,2018
27,6,475,6.915,2018
27,7,271,3.445,2018
27,8,403,5.201,2018
27,9,557,7.263,2018
27,10,677,8.775,2018
27,11,304,3.121,2018
27,12,540,6.546,2018
27,13,309,3.636,2018
27,14,679,9.955,2018
27,15,624,9.534,2018
27,16,407,5.551,2018
27,17,738,9.457,2018
27,18,544,6.62,2018
27,19,564,6.45,2018
27,20,147,1.255,2018
27,21,207,1.863,2018
27,22,147,1.338,2018
27,23,383,4.295,2018
27,24,292,3.301,2018
27,25,638,9.802,2018
27,26,407,5.841,2018
27,27,0,0.0,2018
27,28,590,7.447,2018
27,29,554,7.359,2018
27,30,391,4.686,2018
27,31,280,2.732,2018
27,32,679,10.308,2018
27,33,483,5.977,2018
27,34,452,4.88,2018
27,35,548,7.309,2018
27,36,223,2.174,2018
27,37,351,3.884,2018
27,38,290,3.221,2018
27,39,498,6.703,2018
27,40,365,4.199,2018
27,41,438,5.626,2018
27,42,508,5.942,2018
27,43,174,1.83,2018
27,44,599,7.369,2018
27,45,1642,7.384,2018
27,46,452,5.684,2018
27,47,121,1.655,2018
27,48,618,9.537,2018
27,49,506,6.223,2018
27,50,304,3.758,2018
28,1,726,10.09,2018
28,2,650,8.558,2018
28,3,699,8.188,2018
28,4,634,7.994,2018
28,5,789,10.54,2018
28,6,618,8.325,2018
28,7,917,12.985,2018
28,8,381,4.779,2018
28,9,711,9.701,2018
28,10,716,8.375,2018
28,11,698,8.975,2018
28,12,409,4.421,2018
28,13,777,10.295,2018
28,14,719,9.556,2018
28,15,718,10.378,2018
28,16,551,6.964,2018
28,17,777,9.057,2018
28,18,164,1.753,2018
28,19,718,8.888,2018
28,20,729,9.067,2018
28,21,809,9.921,2018
28,22,828,11.309,2018
28,23,456,5.476,2018
28,24,609,8.053,2018
28,25,811,11.802,2018
28,26,335,3.712,2018
28,27,663,8.454,2018
28,28,0,0.0,2018
28,29,614,7.303,2018
28,30,805,10.796,2018
28,31,632,8.288,2018
28,32,852,12.308,2018
28,33,458,4.601,2018
28,34,422,5.007,2018
28,35,253,2.798,2018
28,36,680,8.218,2018
28,37,564,6.71,2018
28,38,607,7.973,2018
28,39,211,2.192,2018
28,40,811,10.793,2018
28,41,620,8.005,2018
28,42,320,3.578,2018
28,43,807,10.211,2018
28,44,125,1.332,2018
28,45,1889,11.5,2018
28,46,282,3.057,2018
28,47,746,9.507,2018
28,48,712,10.381,2018
28,49,524,6.459,2018
28,50,635,8.324,2018
29,1,835,11.237,2018
29,2,656,8.298,2018
29,3,305,2.866,2018
29,4,808,10.219,2018
29,5,796,10.547,2018
29,6,309,3.981,2018
29,7,678,8.827,2018
29,8,439,5.134,2018
29,9,820,10.848,2018
29,10,321,3.053,2018
29,11,705,8.982,2018
29,12,669,7.929,2018
29,13,705,10.028,2018
29,14,366,3.514,2018
29,15,387,4.398,2018
29,16,240,2.647,2018
29,17,383,3.735,2018
29,18,519,5.555,2018
29,19,827,10.035,2018
29,20,558,6.95,2018
29,21,691,9.52,2018
29,22,520,7.102,2018
29,23,557,6.352,2018
29,24,615,8.06,2018
29,25,428,6.536,2018
29,26,343,3.81,2018
29,27,492,6.337,2018
29,28,610,7.293,2018
29,29,0,0.0,2018
29,30,813,11.2,2018
29,31,614,7.531,2018
29,32,469,7.042,2018
29,33,612,7.36,2018
29,34,531,6.154,2018
29,35,568,7.155,2018
29,36,606,7.632,2018
29,37,634,7.558,2018
29,38,613,7.98,2018
29,39,518,6.549,2018
29,40,760,10.591,2018
29,41,309,3.521,2018
29,42,528,5.788,2018
29,43,524,6.782,2018
29,44,619,7.215,2018
29,45,1580,7.292,2018
29,46,375,4.151,2018
29,47,575,7.39,2018
29,48,381,4.401,2018
29,49,633,7.606,2018
29,50,634,8.331,2018
30,1,428,5.686,2018
30,2,272,3.157,2018
30,3,885,11.52,2018
30,4,596,7.997,2018
30,5,206,2.09,2018
30,6,665,9.648,2018
30,7,243,2.965,2018
30,8,554,7.596,2018
30,9,493,6.568,2018
30,10,902,11.707,2018
30,11,224,2.373,2018
30,12,649,8.283,2018
30,13,153,1.787,2018
30,14,905,12.887,2018
30,15,904,13.707,2018
30,16,711,9.352,2018
30,17,963,12.389,2018
30,18,695,8.993,2018
30,19,552,6.46,2018
30,20,387,4.755,2018
30,21,306,3.532,2018
30,22,343,3.972,2018
30,23,492,6.032,2018
30,24,334,3.752,2018
30,25,997,15.131,2018
30,26,637,8.805,2018
30,27,436,5.649,2018
30,28,741,9.82,2018
30,29,800,10.635,2018
30,30,0,0.0,2018
30,31,315,3.789,2018
30,32,1038,15.637,2018
30,33,592,7.714,2018
30,34,561,6.617,2018
30,35,699,9.682,2018
30,36,295,3.507,2018
30,37,461,5.592,2018
30,38,313,3.576,2018
30,39,649,9.076,2018
30,40,139,1.325,2018
30,41,687,9.361,2018
30,42,637,8.029,2018
30,43,508,6.361,2018
30,44,750,9.742,2018
30,45,1898,11.647,2018
30,46,603,8.079,2018
30,47,495,6.194,2018
30,48,897,13.71,2018
30,49,615,7.96,2018
30,50,407,4.67,2018
31,1,510,7.043,2018
31,2,147,1.117,2018
31,3,707,8.911,2018
31,4,469,5.733,2018
31,5,289,3.447,2018
31,6,576,7.818,2018
31,7,231,2.677,2018
31,8,375,4.987,2018
31,9,489,6.362,2018
31,10,724,9.098,2018
31,11,216,1.952,2018
31,12,471,5.674,2018
31,13,265,3.197,2018
31,14,726,10.278,2018
31,15,725,11.098,2018
31,16,508,6.454,2018
31,17,785,9.78,2018
31,18,517,6.384,2018
31,19,496,5.549,2018
31,20,223,2.391,2018
31,21,228,2.279,2018
31,22,214,2.318,2018
31,23,314,3.423,2018
31,24,195,1.812,2018
31,25,785,11.674,2018
31,26,459,6.196,2018
31,27,226,2.714,2018
31,28,563,7.211,2018
31,29,621,8.026,2018
31,30,304,3.703,2018
31,31,0,0.0,2018
31,32,826,12.18,2018
31,33,414,5.105,2018
31,34,383,4.008,2018
31,35,521,7.073,2018
31,36,75,0.571,2018
31,37,283,2.983,2018
31,38,177,1.62,2018
31,39,471,6.467,2018
31,40,321,3.76,2018
31,41,578,7.5,2018
31,42,459,5.42,2018
31,43,344,3.997,2018
31,44,572,7.133,2018
31,45,1847,10.993,2018
31,46,425,5.47,2018
31,47,392,4.909,2018
31,48,719,11.101,2018
31,49,437,5.351,2018
31,50,224,2.633,2018
32,1,1061,15.849,2018
32,2,921,13.754,2018
32,3,583,7.655,2018
32,4,1034,14.831,2018
32,5,1007,14.687,2018
32,6,463,7.77,2018
32,7,790,11.22,2018
32,8,665,9.746,2018
32,9,1046,15.46,2018
32,10,561,7.556,2018
32,11,916,13.122,2018
32,12,896,12.541,2018
32,13,817,12.421,2018
32,14,529,7.145,2018
32,15,221,3.124,2018
32,16,461,6.789,2018
32,17,641,8.504,2018
32,18,745,10.167,2018
32,19,1053,14.647,2018
32,20,769,11.09,2018
32,21,803,11.913,2018
32,22,632,9.495,2018
32,23,783,10.964,2018
32,24,827,12.2,2018
32,25,50,0.543,2018
32,26,569,8.422,2018
32,27,676,9.948,2018
32,28,837,11.905,2018
32,29,521,7.269,2018
32,30,925,13.593,2018
32,31,825,11.672,2018
32,32,0,0.0,2018
32,33,839,11.972,2018
32,34,758,10.766,2018
32,35,794,11.767,2018
32,36,818,11.773,2018
32,37,860,12.17,2018
32,38,825,12.12,2018
32,39,744,11.161,2018
32,40,873,12.984,2018
32,41,402,6.111,2018
32,42,754,10.4,2018
32,43,701,9.19,2018
32,44,846,11.827,2018
32,45,1698,9.703,2018
32,46,601,8.763,2018
32,47,676,9.609,2018
32,48,199,2.195,2018
32,49,859,12.218,2018
32,50,846,12.471,2018
33,1,430,5.896,2018
33,2,375,4.727,2018
33,3,610,7.491,2018
33,4,314,3.642,2018
33,5,514,6.709,2018
33,6,573,8.081,2018
33,7,568,7.034,2018
33,8,279,3.569,2018
33,9,433,4.821,2018
33,10,627,7.678,2018
33,11,423,5.144,2018
33,12,59,0.551,2018
33,13,502,6.464,2018
33,14,629,8.858,2018
33,15,629,9.68,2018
33,16,506,6.717,2018
33,17,688,8.36,2018
33,18,382,3.19,2018
33,19,421,4.694,2018
33,20,485,5.765,2018
33,21,565,6.636,2018
33,22,521,6.59,2018
33,23,209,2.002,2018
33,24,334,4.222,2018
33,25,721,11.104,2018
33,26,362,4.778,2018
33,27,436,5.648,2018
33,28,428,4.14,2018
33,29,524,6.606,2018
33,30,530,6.965,2018
33,31,357,4.457,2018
33,32,763,11.61,2018
33,33,0,0.0,2018
33,34,210,2.081,2018
33,35,216,2.174,2018
33,36,389,4.932,2018
33,37,314,3.544,2018
33,38,332,4.142,2018
33,39,290,4.212,2018
33,40,536,6.962,2018
33,41,576,7.763,2018
33,42,170,1.618,2018
33,43,569,7.557,2018
33,44,437,4.062,2018
33,45,1844,11.256,2018
33,46,328,4.052,2018
33,47,508,6.853,2018
33,48,622,9.683,2018
33,49,112,1.142,2018
33,50,360,4.493,2018
34,1,433,5.955,2018
34,2,354,3.846,2018
34,3,532,6.264,2018
34,4,405,4.937,2018
34,5,494,5.828,2018
34,6,496,6.857,2018
34,7,548,6.153,2018
34,8,201,2.34,2018
34,9,417,5.566,2018
34,10,549,6.451,2018
34,11,403,4.263,2018
34,12,267,2.647,2018
34,13,481,5.583,2018
34,14,552,7.631,2018
34,15,551,8.453,2018
34,16,429,5.493,2018
34,17,610,7.133,2018
34,18,302,3.336,2018
34,19,424,4.753,2018
34,20,464,4.884,2018
34,21,545,5.755,2018
34,22,501,5.709,2018
34,23,87,0.671,2018
34,24,313,3.341,2018
34,25,644,9.877,2018
34,26,284,3.549,2018
34,27,415,4.767,2018
34,28,348,4.163,2018
34,29,447,5.379,2018
34,30,509,6.084,2018
34,31,337,3.576,2018
34,32,685,10.383,2018
34,33,210,2.078,2018
34,34,0,0.0,2018
34,35,306,4.025,2018
34,36,369,4.051,2018
34,37,277,2.527,2018
34,38,312,3.261,2018
34,39,256,3.419,2018
34,40,516,6.081,2018
34,41,499,6.539,2018
34,42,171,1.214,2018
34,43,549,6.676,2018
34,44,357,4.085,2018
34,45,1767,10.032,2018
34,46,250,2.823,2018
34,47,488,5.972,2018
34,48,545,8.456,2018
34,49,230,2.324,2018
34,50,339,3.612,2018
35,1,525,7.77,2018
35,2,449,6.238,2018
35,3,521,6.411,2018
35,4,390,4.863,2018
35,5,588,8.22,2018
35,6,475,6.976,2018
35,7,641,7.998,2018
35,8,180,2.459,2018
35,9,508,6.042,2018
35,10,537,6.598,2018
35,11,497,6.655,2018
35,12,155,1.623,2018
35,13,576,7.975,2018
35,14,531,7.75,2018
35,15,530,8.572,2018
35,16,408,5.612,2018
35,17,599,7.28,2018
35,18,184,1.781,2018
35,19,517,6.568,2018
35,20,557,6.729,2018
35,21,638,7.6,2018
35,22,594,7.554,2018
35,23,255,3.156,2018
35,24,408,5.733,2018
35,25,623,9.996,2018
35,26,247,2.619,2018
35,27,508,6.612,2018
35,28,228,2.58,2018
35,29,426,5.498,2018
35,30,604,8.476,2018
35,31,431,5.968,2018
35,32,664,10.502,2018
35,33,213,2.174,2018
35,34,221,2.687,2018
35,35,0,0.0,2018
35,36,479,5.898,2018
35,37,351,4.387,2018
35,38,406,5.653,2018
35,39,136,1.77,2018
35,40,610,8.473,2018
35,41,477,6.655,2018
35,42,119,1.258,2018
35,43,650,8.521,2018
35,44,237,2.502,2018
35,45,1746,10.148,2018
35,46,194,1.964,2018
35,47,589,7.817,2018
35,48,524,8.575,2018
35,49,280,2.836,2018
35,50,434,6.004,2018
36,1,461,6.492,2018
36,2,78,0.561,2018
36,3,667,8.602,2018
36,4,429,5.424,2018
36,5,239,2.896,2018
36,6,525,7.378,2018
36,7,181,2.237,2018
36,8,336,4.678,2018
36,9,449,6.053,2018
36,10,684,8.789,2018
36,11,176,1.643,2018
36,12,431,5.365,2018
36,13,215,2.757,2018
36,14,687,9.969,2018
36,15,686,10.789,2018
36,16,458,6.014,2018
36,17,746,9.471,2018
36,18,478,6.075,2018
36,19,456,5.24,2018
36,20,178,1.938,2018
36,21,178,1.839,2018
36,22,170,1.865,2018
36,23,275,3.114,2018
36,24,156,1.503,2018
36,25,779,12.213,2018
36,26,419,5.887,2018
36,27,176,2.274,2018
36,28,524,6.902,2018
36,29,582,7.717,2018
36,30,254,3.152,2018
36,31,78,0.541,2018
36,32,820,12.719,2018
36,33,374,4.796,2018
36,34,344,3.699,2018
36,35,481,6.764,2018
36,36,0,0.0,2018
36,37,243,2.674,2018
36,38,138,1.311,2018
36,39,431,6.158,2018
36,40,270,3.32,2018
36,41,528,7.06,2018
36,42,420,5.111,2018
36,43,299,3.544,2018
36,44,532,6.824,2018
36,45,1796,10.553,2018
36,46,386,5.161,2018
36,47,342,4.469,2018
36,48,680,10.792,2018
36,49,397,5.042,2018
36,50,185,2.324,2018
37,1,364,3.857,2018
37,2,243,2.59,2018
37,3,631,7.63,2018
37,4,392,4.441,2018
37,5,382,4.572,2018
37,6,551,7.625,2018
37,7,428,4.897,2018
37,8,299,3.709,2018
37,9,412,5.07,2018
37,10,647,7.817,2018
37,11,291,3.007,2018
37,12,346,3.907,2018
37,13,370,4.327,2018
37,14,650,8.998,2018
37,15,649,9.82,2018
37,16,484,6.261,2018
37,17,709,8.499,2018
37,18,446,5.493,2018
37,19,418,4.257,2018
37,20,345,3.628,2018
37,21,425,4.499,2018
37,22,381,4.453,2018
37,23,206,1.849,2018
37,24,202,2.085,2018
37,25,742,11.244,2018
37,26,383,4.916,2018
37,27,295,3.511,2018
37,28,492,6.32,2018
37,29,545,6.745,2018
37,30,398,4.828,2018
37,31,225,2.32,2018
37,32,784,11.75,2018
37,33,289,3.338,2018
37,34,275,2.434,2018
37,35,449,6.182,2018
37,36,267,2.797,2018
37,37,0,0.0,2018
37,38,200,2.005,2018
37,39,399,5.576,2018
37,40,404,4.825,2018
37,41,554,7.307,2018
37,42,334,3.653,2018
37,43,429,5.42,2018
37,44,501,6.242,2018
37,45,1822,10.8,2018
37,46,349,4.192,2018
37,47,368,4.716,2018
37,48,643,9.823,2018
37,49,312,3.584,2018
37,50,178,1.86,2018
38,1,242,2.861,2018
38,2,159,1.675,2018
38,3,663,8.45,2018
38,4,353,4.018,2018
38,5,299,3.657,2018
38,6,556,7.647,2018
38,7,347,4.386,2018
38,8,332,4.528,2018
38,9,312,3.99,2018
38,10,680,8.637,2018
38,11,208,2.092,2018
38,12,427,5.215,2018
38,13,286,3.412,2018
38,14,683,9.819,2018
38,15,682,10.639,2018
38,16,489,6.283,2018
38,17,742,9.319,2018
38,18,474,5.925,2018
38,19,380,3.834,2018
38,20,257,2.698,2018
38,21,344,3.988,2018
38,22,293,3.523,2018
38,23,271,2.964,2018
38,24,108,0.775,2018
38,25,775,12.063,2018
38,26,416,5.737,2018
38,27,208,2.581,2018
38,28,520,6.752,2018
38,29,578,7.565,2018
38,30,314,3.913,2018
38,31,141,1.405,2018
38,32,816,12.569,2018
38,33,370,4.646,2018
38,34,340,3.549,2018
38,35,477,6.614,2018
38,36,174,1.88,2018
38,37,238,2.104,2018
38,38,0,0.0,2018
38,39,427,6.008,2018
38,40,321,3.91,2018
38,41,559,7.329,2018
38,42,416,4.961,2018
38,43,434,5.442,2018
38,44,528,6.674,2018
38,45,1827,10.822,2018
38,46,382,5.011,2018
38,47,373,4.738,2018
38,48,676,10.642,2018
38,49,393,4.892,2018
38,50,112,0.99,2018
39,1,635,8.738,2018
39,2,566,8.352,2018
39,3,628,8.495,2018
39,4,422,5.802,2018
39,5,705,10.334,2018
39,6,591,9.085,2018
39,7,758,10.112,2018
39,8,297,4.573,2018
39,9,541,6.981,2018
39,10,644,8.681,2018
39,11,614,8.769,2018
39,12,249,3.252,2018
39,13,693,10.089,2018
39,14,647,9.862,2018
39,15,647,10.684,2018
39,16,524,7.721,2018
39,17,706,9.364,2018
39,18,304,3.895,2018
39,19,634,8.682,2018
39,20,674,8.843,2018
39,21,755,9.714,2018
39,22,710,9.668,2018
39,23,372,5.27,2018
39,24,525,7.847,2018
39,25,739,12.108,2018
39,26,366,4.733,2018
39,27,625,8.726,2018
39,28,347,4.694,2018
39,29,542,7.61,2018
39,30,721,10.59,2018
39,31,548,8.082,2018
39,32,781,12.614,2018
39,33,290,3.985,2018
39,34,338,4.801,2018
39,35,169,2.592,2018
39,36,596,8.012,2018
39,37,480,6.504,2018
39,38,523,7.767,2018
39,39,0,0.0,2018
39,40,727,10.587,2018
39,41,594,8.767,2018
39,42,236,3.372,2018
39,43,766,10.635,2018
39,44,356,4.616,2018
39,45,1862,12.26,2018
39,46,314,4.078,2018
39,47,706,9.931,2018
39,48,640,10.687,2018
39,49,312,4.382,2018
39,50,551,8.118,2018
40,1,568,7.955,2018
40,2,206,2.467,2018
40,3,820,10.83,2018
40,4,582,7.652,2018
40,5,346,4.359,2018
40,6,573,8.485,2018
40,7,150,1.802,2018
40,8,488,6.906,2018
40,9,633,8.837,2018
40,10,837,11.017,2018
40,11,274,3.05,2018
40,12,584,7.593,2018
40,13,60,0.624,2018
40,14,839,12.197,2018
40,15,780,12.106,2018
40,16,645,8.555,2018
40,17,898,11.699,2018
40,18,630,8.303,2018
40,19,609,7.468,2018
40,20,323,4.01,2018
40,21,213,2.369,2018
40,22,250,2.809,2018
40,23,427,5.342,2018
40,24,308,3.731,2018
40,25,793,12.374,2018
40,26,572,8.115,2018
40,27,363,4.814,2018
40,28,676,9.13,2018
40,29,734,9.945,2018
40,30,165,1.487,2018
40,31,250,3.099,2018
40,32,835,12.88,2018
40,33,527,7.024,2018
40,34,496,5.927,2018
40,35,634,8.992,2018
40,36,230,2.817,2018
40,37,396,4.902,2018
40,38,289,3.345,2018
40,39,584,8.386,2018
40,40,0,0.0,2018
40,41,594,8.198,2018
40,42,572,7.339,2018
40,43,444,5.616,2018
40,44,685,9.052,2018
40,45,1805,10.484,2018
40,46,538,7.389,2018
40,47,431,5.449,2018
40,48,774,12.109,2018
40,49,550,7.27,2018
40,50,337,4.552,2018
41,1,722,9.504,2018
41,2,471,6.18,2018
41,3,479,5.575,2018
41,4,797,11.357,2018
41,5,608,8.085,2018
41,6,185,2.67,2018
41,7,450,6.415,2018
41,8,392,5.072,2018
41,9,809,11.986,2018
41,10,496,5.762,2018
41,11,536,6.776,2018
41,12,658,9.067,2018
41,13,546,7.666,2018
41,14,541,6.223,2018
41,15,316,5.192,2018
41,16,183,2.034,2018
41,17,557,6.444,2018
41,18,478,6.129,2018
41,19,816,11.173,2018
41,20,457,5.656,2018
41,21,421,5.265,2018
41,22,361,4.74,2018
41,23,523,6.349,2018
41,24,558,7.419,2018
41,25,330,5.46,2018
41,26,297,4.384,2018
41,27,405,5.193,2018
41,28,580,7.318,2018
41,29,322,3.667,2018
41,30,662,8.916,2018
41,31,515,6.812,2018
41,32,371,5.966,2018
41,33,601,8.498,2018
41,34,500,6.179,2018
41,35,557,8.293,2018
41,36,455,5.829,2018
41,37,540,6.785,2018
41,38,556,7.339,2018
41,39,487,6.574,2018
41,40,602,8.229,2018
41,41,0,0.0,2018
41,42,497,5.813,2018
41,43,366,4.421,2018
41,44,588,7.24,2018
41,45,1472,5.489,2018
41,46,363,5.289,2018
41,47,406,4.856,2018
41,48,311,5.195,2018
41,49,622,8.744,2018
41,50,577,7.69,2018
42,1,480,6.297,2018
42,2,403,4.765,2018
42,3,513,6.043,2018
42,4,452,5.279,2018
42,5,543,6.747,2018
42,6,476,6.636,2018
42,7,636,7.662,2018
42,8,181,2.119,2018
42,9,464,5.908,2018
42,10,529,6.23,2018
42,11,452,5.182,2018
42,12,235,2.187,2018
42,13,530,6.502,2018
42,14,532,7.41,2018
42,15,531,8.232,2018
42,16,409,5.272,2018
42,17,591,6.912,2018
42,18,259,2.267,2018
42,19,471,5.095,2018
42,20,553,6.393,2018
42,21,633,7.264,2018
42,22,589,7.218,2018
42,23,204,1.535,2018
42,24,362,4.26,2018
42,25,624,9.656,2018
42,26,332,3.133,2018
42,27,504,6.276,2018
42,28,305,3.094,2018
42,29,427,5.158,2018
42,30,558,7.003,2018
42,31,385,4.495,2018
42,32,666,10.162,2018
42,33,175,1.618,2018
42,34,167,1.214,2018
42,35,262,2.956,2018
42,36,475,5.562,2018
42,37,352,4.047,2018
42,38,360,4.18,2018
42,39,212,2.35,2018
42,40,564,7.0,2018
42,41,479,6.318,2018
42,42,0,0.0,2018
42,43,597,7.595,2018
42,44,313,3.016,2018
42,45,1747,9.811,2018
42,46,251,1.909,2018
42,47,536,6.891,2018
42,48,525,8.235,2018
42,49,213,2.037,2018
42,50,388,4.531,2018
43,1,521,6.742,2018
43,2,275,3.292,2018
43,3,590,7.758,2018
43,4,549,7.326,2018
43,5,411,5.197,2018
43,6,235,3.555,2018
43,7,253,3.528,2018
43,8,422,5.893,2018
43,9,568,7.955,2018
43,10,607,7.942,2018
43,11,339,3.888,2018
43,12,559,7.267,2018
43,13,349,4.779,2018
43,14,652,8.406,2018
43,15,442,7.176,2018
43,16,266,3.62,2018
43,17,668,8.627,2018
43,18,564,7.312,2018
43,19,575,7.142,2018
43,20,204,2.106,2018
43,21,224,2.377,2018
43,22,164,1.852,2018
43,23,402,5.016,2018
43,24,357,4.657,2018
43,25,455,7.444,2018
43,26,384,5.694,2018
43,27,152,1.643,2018
43,28,610,8.139,2018
43,29,433,5.851,2018
43,30,465,6.029,2018
43,31,355,4.128,2018
43,32,497,7.95,2018
43,33,502,6.698,2018
43,34,471,5.601,2018
43,35,568,8.001,2018
43,36,258,2.941,2018
43,37,363,4.576,2018
43,38,355,4.577,2018
43,39,518,7.395,2018
43,40,405,5.342,2018
43,41,256,3.268,2018
43,42,528,6.634,2018
43,43,0,0.0,2018
