src,dst,time_s,distance_km,year
3,5,526,7.412,2025
3,6,441,6.028,2025
3,7,810,11.938,2025
3,8,437,6.224,2025
3,9,421,5.473,2025
3,10,718,10.867,2025
3,11,443,5.705,2025
3,12,582,7.983,2025
3,13,712,10.262,2025
3,14,1037,12.924,2025
3,15,321,3.992,2025
3,16,510,7.215,2025
3,17,502,7.233,2025
3,18,536,7.07,2025
3,19,621,7.896,2025
3,20,512,6.929,2025
3,21,636,8.228,2025
3,22,1083,12.984,2025
3,23,120,1.121,2025
3,24,351,4.972,2025
3,25,694,9.347,2025
3,26,675,9.654,2025
3,27,618,8.455,2025
3,28,320,3.507,2025
3,29,1094,13.103,2025
3,30,473,6.711,2025
3,31,298,3.989,2025
3,32,604,7.552,2025
3,33,393,4.575,2025
3,34,463,6.065,2025
3,35,564,7.769,2025
3,36,400,4.62,2025
3,37,734,10.44,2025
3,38,768,10.68,2025
3,39,120,1.367,2025
3,40,285,3.568,2025
3,41,745,10.537,2025
3,42,261,2.988,2025
3,43,571,7.776,2025
3,44,345,4.663,2025
3,45,494,6.569,2025
3,46,412,5.337,2025
3,47,840,12.558,2025
3,48,341,3.808,2025
3,49,494,6.571,2025
3,50,498,6.293,2025
4,1,898,10.276,2025
4,2,360,4.37,2025
4,3,625,8.925,2025
4,4,0,0.0,2025
4,5,170,1.746,2025
4,6,595,7.74,2025
4,7,659,8.541,2025
4,8,477,6.288,2025
4,9,479,5.889,2025
4,10,617,8.354,2025
4,11,320,3.744,2025
4,12,226,2.317,2025
4,13,192,2.347,2025
4,14,819,9.638,2025
4,15,603,7.597,2025
4,16,209,2.349,2025
4,17,155,1.472,2025
4,18,451,5.545,2025
4,19,775,9.608,2025
4,20,495,5.86,2025
4,21,666,8.124,2025
4,22,918,10.444,2025
4,23,582,8.399,2025
4,24,691,11.46,2025
4,25,442,5.306,2025
4,26,154,1.739,2025
4,27,641,8.239,2025
4,28,742,11.269,2025
4,29,930,10.563,2025
4,30,503,6.607,2025
4,31,596,7.707,2025
4,32,520,6.027,2025
4,33,652,8.066,2025
4,34,446,5.609,2025
4,35,96,0.86,2025
4,36,659,8.111,2025
4,37,214,2.525,2025
4,38,248,2.765,2025
4,39,512,7.615,2025
4,40,430,6.313,2025
4,41,224,2.622,2025
4,42,754,11.285,2025
4,43,626,7.859,2025
4,44,435,5.791,2025
4,45,262,3.201,2025
4,46,598,7.674,2025
4,47,689,9.161,2025
4,48,681,10.296,2025
4,49,333,3.902,2025
4,50,482,5.837,2025
5,1,739,8.447,2025
5,2,155,1.815,2025
5,3,562,7.559,2025
5,4,166,1.709,2025
5,5,0,0.0,2025
5,6,436,6.016,2025
5,7,500,6.817,2025
5,8,318,4.564,2025
5,9,320,4.165,2025
5,10,458,6.63,2025
5,11,161,2.02,2025
5,12,92,0.915,2025
5,13,176,2.483,2025
5,14,713,8.555,2025
5,15,444,5.873,2025
5,16,103,1.266,2025
5,17,66,0.757,2025
5,18,292,3.821,2025
5,19,616,7.884,2025
5,20,336,4.136,2025
5,21,507,6.4,2025
5,22,759,8.615,2025
5,23,469,6.766,2025
5,24,578,9.827,2025
5,25,283,3.582,2025
5,26,138,1.875,2025
5,27,482,6.515,2025
5,28,629,9.636,2025
5,29,771,8.734,2025
5,30,344,4.883,2025
5,31,437,5.983,2025
5,32,361,4.303,2025
5,33,493,6.342,2025
5,34,287,3.785,2025
5,35,87,0.897,2025
5,36,500,6.387,2025
5,37,198,2.661,2025
5,38,232,2.901,2025
5,39,399,5.982,2025
5,40,317,4.68,2025
5,41,208,2.758,2025
5,42,595,9.561,2025
5,43,467,6.135,2025
5,44,276,4.067,2025
5,45,103,1.477,2025
5,46,439,5.95,2025
5,47,529,7.437,2025
5,48,568,8.663,2025
5,49,174,2.178,2025
5,50,322,4.013,2025
6,1,1110,13.927,2025
6,2,573,7.393,2025
6,3,483,6.58,2025
6,4,844,12.061,2025
6,5,585,7.655,2025
6,6,0,0.0,2025
6,7,519,7.446,2025
6,8,330,4.303,2025
6,9,297,3.524,2025
6,10,427,6.375,2025
6,11,407,5.155,2025
6,12,584,7.288,2025
6,13,752,10.033,2025
6,14,1084,14.035,2025
6,15,168,1.935,2025
6,16,698,10.172,2025
6,17,689,10.19,2025
6,18,399,5.07,2025
6,19,306,2.769,2025
6,20,435,5.317,2025
6,21,528,6.307,2025
6,22,1130,14.095,2025
6,23,437,6.276,2025
6,24,671,11.319,2025
6,25,617,7.994,2025
6,26,686,9.044,2025
6,27,303,3.328,2025
6,28,654,9.798,2025
6,29,1141,14.214,2025
6,30,366,4.79,2025
6,31,167,2.099,2025
6,32,444,4.838,2025
6,33,337,3.688,2025
6,34,447,6.119,2025
6,35,665,9.308,2025
6,36,345,3.733,2025
6,37,774,10.211,2025
6,38,751,9.803,2025
6,39,515,7.02,2025
6,40,466,6.525,2025
6,41,720,9.575,2025
6,42,513,7.834,2025
6,43,463,5.855,2025
6,44,220,2.714,2025
6,45,517,6.816,2025
6,46,85,0.589,2025
6,47,548,8.066,2025
6,48,590,9.394,2025
6,49,465,5.917,2025
6,50,483,6.347,2025
7,1,1276,16.245,2025
7,2,492,6.346,2025
7,3,817,11.457,2025
7,4,775,10.543,2025
7,5,619,8.872,2025
7,6,515,7.422,2025
7,7,0,0.0,2025
7,8,409,4.827,2025
7,9,627,8.373,2025
7,10,213,2.192,2025
7,11,586,8.218,2025
7,12,619,8.505,2025
7,13,723,10.484,2025
7,14,1250,16.353,2025
7,15,553,7.457,2025
7,16,712,10.1,2025
7,17,676,9.591,2025
7,18,494,5.817,2025
7,19,442,5.294,2025
7,20,532,7.207,2025
7,21,468,4.119,2025
7,22,1296,16.413,2025
7,23,770,11.153,2025
7,24,1005,16.196,2025
7,25,402,5.166,2025
7,26,679,9.274,2025
7,27,347,3.936,2025
7,28,988,14.675,2025
7,29,1308,16.532,2025
7,30,471,6.685,2025
7,31,552,7.621,2025
7,32,556,5.855,2025
7,33,744,9.492,2025
7,34,703,9.982,2025
7,35,696,9.731,2025
7,36,751,9.537,2025
7,37,745,10.662,2025
7,38,723,10.254,2025
7,39,787,11.666,2025
7,40,821,11.804,2025
7,41,692,10.026,2025
7,42,846,12.711,2025
7,43,435,4.547,2025
7,44,550,7.563,2025
7,45,527,7.717,2025
7,46,529,6.958,2025
7,47,132,1.273,2025
7,48,924,14.271,2025
7,49,513,7.289,2025
7,50,738,10.21,2025
8,1,1002,12.343,2025
8,2,313,4.207,2025
8,3,400,5.681,2025
8,4,543,6.906,2025
8,5,388,5.235,2025
8,6,219,2.961,2025
8,7,376,5.006,2025
8,8,0,0.0,2025
8,9,210,2.597,2025
8,10,334,4.819,2025
8,11,320,4.228,2025
8,12,387,4.868,2025
8,13,492,6.847,2025
8,14,976,12.451,2025
8,15,227,2.818,2025
8,16,481,6.463,2025
8,17,444,5.954,2025
8,18,125,1.452,2025
8,19,405,4.863,2025
8,20,202,2.271,2025
8,21,254,2.689,2025
8,22,1022,12.511,2025
8,23,353,5.377,2025
8,24,588,10.42,2025
8,25,357,4.226,2025
8,26,448,5.637,2025
8,27,221,2.555,2025
8,28,571,8.899,2025
8,29,1034,12.63,2025
8,30,92,1.172,2025
8,31,220,2.928,2025
8,32,163,1.194,2025
8,33,327,3.716,2025
8,34,333,4.516,2025
8,35,464,6.094,2025
8,36,334,3.761,2025
8,37,514,7.025,2025
8,38,491,6.617,2025
8,39,370,5.89,2025
8,40,403,6.028,2025
8,41,460,6.389,2025
8,42,429,6.935,2025
8,43,189,2.237,2025
8,44,133,1.787,2025
8,45,294,4.059,2025
8,46,222,2.895,2025
8,47,405,5.626,2025
8,48,507,8.495,2025
8,49,227,2.995,2025
8,50,369,4.744,2025
9,1,898,10.446,2025
9,2,333,4.148,2025
9,3,406,5.416,2025
9,4,532,6.639,2025
9,5,415,5.47,2025
9,6,269,3.101,2025
9,7,638,9.011,2025
9,8,265,3.297,2025
9,9,0,0.0,2025
9,10,546,7.94,2025
9,11,215,2.331,2025
9,12,353,4.126,2025
9,13,511,6.788,2025
9,14,872,10.554,2025
9,15,276,2.958,2025
9,16,427,5.626,2025
9,17,404,5.392,2025
9,18,249,2.162,2025
9,19,448,4.969,2025
9,20,195,2.072,2025
9,21,463,5.301,2025
9,22,917,10.614,2025
9,23,360,5.112,2025
9,24,595,10.155,2025
9,25,377,4.749,2025
9,26,456,5.539,2025
9,27,445,5.528,2025
9,28,577,8.634,2025
9,29,929,10.733,2025
9,30,301,3.784,2025
9,31,270,3.068,2025
9,32,279,2.685,2025
9,33,334,3.451,2025
9,34,229,2.619,2025
9,35,453,5.827,2025
9,36,341,3.496,2025
9,37,534,6.966,2025
9,38,511,6.558,2025
9,39,377,5.625,2025
9,40,410,5.763,2025
9,41,480,6.33,2025
9,42,436,6.67,2025
9,43,398,4.849,2025
9,44,91,1.034,2025
9,45,252,3.054,2025
9,46,271,3.035,2025
9,47,667,9.631,2025
9,48,513,8.23,2025
9,49,234,2.755,2025
9,50,264,2.847,2025
10,1,1199,14.624,2025
10,2,540,7.099,2025
10,3,752,10.783,2025
10,4,819,11.304,2025
10,5,663,9.633,2025
10,6,450,6.748,2025
10,7,146,1.414,2025
10,8,384,4.675,2025
10,9,562,7.699,2025
10,10,0,0.0,2025
10,11,509,6.597,2025
10,12,663,9.266,2025
10,13,767,11.245,2025
10,14,1173,14.732,2025
10,15,488,6.783,2025
10,16,756,10.861,2025
10,17,719,10.352,2025
10,18,469,5.665,2025
10,19,377,4.62,2025
10,20,546,6.484,2025
10,21,403,3.445,2025
10,22,1219,14.792,2025
10,23,706,10.479,2025
10,24,940,15.522,2025
10,25,450,5.919,2025
10,26,723,10.035,2025
10,27,282,3.262,2025
10,28,923,14.001,2025
10,29,1231,14.911,2025
10,30,407,4.847,2025
10,31,487,6.947,2025
10,32,531,5.703,2025
10,33,679,8.818,2025
10,34,686,9.618,2025
10,35,740,10.492,2025
10,36,687,8.863,2025
10,37,789,11.423,2025
10,38,766,11.015,2025
10,39,723,10.992,2025
10,40,756,11.13,2025
10,41,735,10.787,2025
10,42,782,12.037,2025
10,43,410,4.395,2025
10,44,486,6.889,2025
10,45,571,8.478,2025
10,46,464,6.284,2025
10,47,176,2.034,2025
10,48,859,13.597,2025
10,49,472,5.943,2025
10,50,721,9.846,2025
11,1,746,8.463,2025
11,2,268,3.227,2025
11,3,427,5.577,2025
11,4,381,4.656,2025
11,5,178,1.924,2025
11,6,345,4.491,2025
11,7,431,5.671,2025
11,8,219,3.039,2025
11,9,221,2.64,2025
11,10,389,5.484,2025
11,11,0,0.0,2025
11,12,201,2.254,2025
11,13,335,4.398,2025
11,14,720,8.571,2025
11,15,352,4.348,2025
11,16,276,3.643,2025
11,17,252,3.409,2025
11,18,194,2.296,2025
11,19,524,6.359,2025
11,20,237,2.611,2025
11,21,408,4.875,2025
11,22,766,8.631,2025
11,23,383,5.051,2025
11,24,533,8.961,2025
11,25,312,3.828,2025
11,26,298,3.79,2025
11,27,383,4.99,2025
11,28,584,8.77,2025
11,29,778,8.75,2025
11,30,246,3.358,2025
11,31,346,4.458,2025
11,32,263,2.778,2025
11,33,375,4.627,2025
11,34,180,2.245,2025
11,35,301,3.844,2025
11,36,375,4.672,2025
11,37,357,4.576,2025
11,38,446,5.637,2025
11,39,323,4.384,2025
11,40,271,3.814,2025
11,41,415,5.409,2025
11,42,503,8.036,2025
11,43,343,4.423,2025
11,44,185,2.542,2025
11,45,75,0.896,2025
11,46,347,4.425,2025
11,47,461,6.291,2025
11,48,523,7.797,2025
11,49,105,1.032,2025
11,50,215,2.473,2025
12,1,816,9.041,2025
12,2,180,1.701,2025
12,3,617,7.79,2025
12,4,242,2.303,2025
12,5,86,0.632,2025
12,6,492,6.247,2025
12,7,533,6.837,2025
12,8,361,4.748,2025
12,9,355,4.349,2025
12,10,491,6.65,2025
12,11,216,2.251,2025
12,12,0,0.0,2025
12,13,226,2.63,2025
12,14,790,9.149,2025
12,15,499,6.104,2025
12,16,180,1.86,2025
12,17,143,1.351,2025
12,18,335,4.005,2025
12,19,671,8.115,2025
12,20,371,4.32,2025
12,21,590,6.975,2025
12,22,836,9.209,2025
12,23,574,8.234,2025
12,24,655,10.421,2025
12,25,308,3.468,2025
12,26,188,2.022,2025
12,27,525,6.699,2025
12,28,706,10.23,2025
12,29,847,9.328,2025
12,30,387,5.067,2025
12,31,493,6.214,2025
12,32,404,4.487,2025
12,33,548,6.573,2025
12,34,342,4.016,2025
12,35,163,1.491,2025
12,36,555,6.618,2025
12,37,248,2.808,2025
12,38,282,3.048,2025
12,39,475,6.576,2025
12,40,393,5.274,2025
12,41,258,2.905,2025
12,42,650,9.792,2025
12,43,499,6.155,2025
12,44,332,4.298,2025
12,45,158,1.708,2025
12,46,494,6.181,2025
12,47,561,7.712,2025
12,48,645,9.257,2025
12,49,229,2.409,2025
12,50,378,4.244,2025
13,1,879,10.585,2025
13,2,168,2.023,2025
13,3,640,9.562,2025
13,4,215,2.465,2025
13,5,150,2.176,2025
13,6,505,7.248,2025
13,7,520,7.276,2025
13,8,348,5.176,2025
13,9,343,4.777,2025
13,10,478,7.089,2025
13,11,278,3.837,2025
13,12,149,1.809,2025
13,13,0,0.0,2025
13,14,853,10.693,2025
13,15,503,7.234,2025
13,16,243,3.404,2025
13,17,206,2.895,2025
13,18,323,4.433,2025
13,19,685,9.116,2025
13,20,359,4.748,2025
13,21,577,7.414,2025
13,22,899,10.753,2025
13,23,593,9.258,2025
13,24,718,11.965,2025
13,25,295,3.896,2025
13,26,83,0.818,2025
13,27,512,7.127,2025
13,28,811,12.78,2025
13,29,911,10.872,2025
13,30,375,5.495,2025
13,31,496,7.344,2025
13,32,392,4.915,2025
13,33,567,7.597,2025
13,34,395,5.601,2025
13,35,175,2.068,2025
13,36,574,7.642,2025
13,37,64,0.178,2025
13,38,177,1.91,2025
13,39,539,8.12,2025
13,40,457,6.818,2025
13,41,146,1.682,2025
13,42,669,10.816,2025
13,43,487,6.594,2025
13,44,370,5.634,2025
13,45,222,3.252,2025
13,46,508,7.182,2025
13,47,548,8.14,2025
13,48,708,10.801,2025
13,49,206,2.908,2025
13,50,430,5.829,2025
14,1,631,5.801,2025
14,2,839,10.433,2025
14,3,892,11.379,2025
14,4,767,9.666,2025
14,5,683,8.759,2025
14,6,906,11.785,2025
14,7,1002,12.877,2025
14,8,780,10.333,2025
14,9,782,9.934,2025
14,10,960,12.69,2025
14,11,632,7.624,2025
14,12,739,9.33,2025
14,13,822,10.824,2025
14,14,0,0.0,2025
14,15,890,11.66,2025
14,16,696,8.915,2025
14,17,672,8.681,2025
14,18,755,9.59,2025
14,19,1085,13.653,2025
14,20,798,9.905,2025
14,21,969,12.169,2025
14,22,651,5.969,2025
14,23,849,10.854,2025
14,24,878,14.503,2025
14,25,883,11.034,2025
14,26,785,10.216,2025
14,27,944,12.284,2025
14,28,1022,14.158,2025
14,29,663,6.088,2025
14,30,807,10.652,2025
14,31,867,11.657,2025
14,32,824,10.072,2025
14,33,846,10.544,2025
14,34,650,8.162,2025
14,35,722,9.116,2025
14,36,846,10.589,2025
14,37,844,11.002,2025
14,38,878,11.242,2025
14,39,788,10.188,2025
14,40,709,9.202,2025
14,41,855,11.099,2025
14,42,988,14.218,2025
14,43,904,11.717,2025
14,44,746,9.836,2025
14,45,654,8.102,2025
14,46,908,11.719,2025
14,47,1031,13.497,2025
14,48,961,13.185,2025
14,49,676,8.238,2025
14,50,686,8.39,2025
15,1,1015,12.147,2025
15,2,459,5.952,2025
15,3,387,5.307,2025
15,4,769,11.188,2025
15,5,471,6.213,2025
15,6,188,1.838,2025
15,7,585,8.193,2025
15,8,238,3.152,2025
15,9,223,2.401,2025
15,10,493,7.122,2025
15,11,333,4.032,2025
15,12,471,5.847,2025
15,13,638,8.592,2025
15,14,989,12.255,2025
15,15,0,0.0,2025
15,16,623,9.299,2025
15,17,521,7.093,2025
15,18,307,3.919,2025
15,19,396,4.151,2025
15,20,321,3.876,2025
15,21,437,5.156,2025
15,22,1035,12.315,2025
15,23,341,5.004,2025
15,24,575,10.047,2025
15,25,503,6.553,2025
15,26,573,7.603,2025
15,27,393,4.71,2025
15,28,558,8.526,2025
15,29,1047,12.434,2025
15,30,275,3.639,2025
15,31,42,0.335,2025
15,32,353,3.687,2025
15,33,244,2.24,2025
15,34,346,4.32,2025
15,35,547,7.072,2025
15,36,251,2.285,2025
15,37,660,8.77,2025
15,38,637,8.362,2025
15,39,358,5.516,2025
15,40,391,5.655,2025
15,41,606,8.134,2025
15,42,417,6.562,2025
15,43,372,4.704,2025
15,44,146,1.591,2025
15,45,404,5.375,2025
15,46,153,1.512,2025
15,47,615,8.813,2025
15,48,494,8.122,2025
15,49,351,4.477,2025
15,50,381,4.548,2025
16,1,695,7.516,2025
16,2,273,3.262,2025
16,3,447,6.26,2025
16,4,255,2.974,2025
16,5,130,1.469,2025
16,6,557,7.527,2025
16,7,619,8.264,2025
16,8,431,6.075,2025
16,9,433,5.676,2025
16,10,577,8.077,2025
16,11,283,3.366,2025
16,12,186,2.04,2025
16,13,310,4.132,2025
16,14,669,7.624,2025
16,15,560,8.108,2025
16,16,0,0.0,2025
16,17,106,1.29,2025
16,18,406,5.332,2025
16,19,829,10.849,2025
16,20,449,5.647,2025
16,21,620,7.911,2025
16,22,714,7.684,2025
16,23,403,5.734,2025
16,24,512,8.795,2025
16,25,401,5.029,2025
16,26,273,3.524,2025
16,27,595,8.026,2025
16,28,563,8.604,2025
16,29,726,7.803,2025
16,30,458,6.394,2025
16,31,537,8.105,2025
16,32,475,5.814,2025
16,33,497,6.286,2025
16,34,301,3.904,2025
16,35,168,1.826,2025
16,36,496,6.331,2025
16,37,332,4.31,2025
16,38,366,4.55,2025
16,39,333,4.95,2025
16,40,251,3.648,2025
16,41,343,4.407,2025
16,42,668,11.352,2025
16,43,586,7.582,2025
16,44,397,5.578,2025
16,45,222,2.924,2025
16,46,559,7.461,2025
16,47,648,8.884,2025
16,48,502,7.631,2025
16,49,292,3.625,2025
16,50,336,4.132,2025
17,1,780,8.967,2025
17,2,248,2.976,2025
17,3,533,7.515,2025
17,4,112,1.156,2025
17,5,105,1.183,2025
17,6,530,7.177,2025
17,7,594,7.978,2025
17,8,411,5.725,2025
17,9,413,5.326,2025
17,10,552,7.791,2025
17,11,254,3.181,2025
17,12,160,1.754,2025
17,13,178,2.417,2025
17,14,754,9.075,2025
17,15,537,7.034,2025
17,16,124,1.489,2025
17,17,0,0.0,2025
17,18,386,4.982,2025
17,19,710,9.045,2025
17,20,429,5.297,2025
17,21,600,7.561,2025
17,22,800,9.135,2025
17,23,489,6.989,2025
17,24,599,10.05,2025
17,25,376,4.743,2025
17,26,141,1.809,2025
17,27,575,7.676,2025
17,28,650,9.859,2025
17,29,811,9.254,2025
17,30,438,6.044,2025
17,31,531,7.144,2025
17,32,455,5.464,2025
17,33,586,7.503,2025
17,34,381,5.046,2025
17,35,43,0.371,2025
17,36,594,7.548,2025
17,37,200,2.595,2025
17,38,234,2.835,2025
17,39,419,6.205,2025
17,40,337,4.903,2025
17,41,211,2.692,2025
17,42,688,10.722,2025
17,43,560,7.296,2025
17,44,370,5.228,2025
17,45,196,2.638,2025
17,46,532,7.111,2025
17,47,623,8.598,2025
17,48,589,8.886,2025
17,49,267,3.339,2025
17,50,416,5.274,2025
18,1,923,10.763,2025
18,2,274,3.294,2025
18,3,528,7.202,2025
18,4,505,5.993,2025
18,5,349,4.322,2025
18,6,348,4.482,2025
18,7,405,4.983,2025
18,8,128,1.521,2025
18,9,217,2.078,2025
18,10,363,4.796,2025
18,11,233,2.736,2025
18,12,348,3.955,2025
18,13,453,5.934,2025
18,14,897,10.871,2025
18,15,355,4.339,2025
18,16,442,5.55,2025
18,17,405,5.041,2025
18,18,0,0.0,2025
18,19,409,4.393,2025
18,20,118,0.934,2025
18,21,283,2.666,2025
18,22,943,10.931,2025
18,23,481,6.898,2025
18,24,716,11.941,2025
18,25,318,3.895,2025
18,26,409,4.724,2025
18,27,292,3.472,2025
18,28,699,10.42,2025
18,29,955,11.05,2025
18,30,154,1.84,2025
18,31,349,4.449,2025
18,32,220,1.884,2025
18,33,455,5.237,2025
18,34,315,3.768,2025
18,35,425,5.181,2025
18,36,462,5.282,2025
18,37,475,6.112,2025
18,38,452,5.704,2025
18,39,498,7.411,2025
18,40,485,6.487,2025
18,41,421,5.476,2025
18,42,557,8.456,2025
18,43,218,2.214,2025
18,44,261,3.308,2025
18,45,256,3.146,2025
18,46,350,4.416,2025
18,47,434,5.603,2025
18,48,635,10.016,2025
18,49,188,2.082,2025
18,50,350,3.996,2025
19,1,1164,13.679,2025
19,2,587,7.114,2025
19,3,561,7.017,2025
19,4,942,12.897,2025
19,5,599,7.376,2025
19,6,270,2.585,2025
19,7,375,4.585,2025
19,8,344,4.024,2025
19,9,371,3.933,2025
19,10,283,3.514,2025
19,11,481,5.564,2025
19,12,599,7.009,2025
19,13,766,9.754,2025
19,14,1138,13.787,2025
19,15,297,3.018,2025
19,16,796,11.008,2025
19,17,670,8.625,2025
19,18,413,4.791,2025
19,19,0,0.0,2025
19,20,449,5.038,2025
19,21,474,4.499,2025
19,22,1184,13.847,2025
19,23,514,6.713,2025
19,24,749,11.756,2025
19,25,674,9.099,2025
19,26,701,8.765,2025
19,27,189,1.413,2025
19,28,732,10.235,2025
19,29,1195,13.966,2025
19,30,380,4.511,2025
19,31,296,3.182,2025
19,32,459,4.559,2025
19,33,488,5.052,2025
19,34,495,5.852,2025
19,35,676,8.235,2025
19,36,495,5.097,2025
19,37,788,9.932,2025
19,38,765,9.524,2025
19,39,531,7.226,2025
19,40,565,7.364,2025
19,41,734,9.296,2025
19,42,590,8.271,2025
19,43,478,5.576,2025
19,44,294,3.123,2025
19,45,532,6.537,2025
19,46,273,2.519,2025
19,47,404,5.205,2025
19,48,668,9.831,2025
19,49,479,5.639,2025
19,50,530,6.08,2025
20,1,946,10.918,2025
20,2,294,3.072,2025
20,3,517,6.981,2025
20,4,525,5.771,2025
20,5,369,4.1,2025
20,6,382,4.667,2025
20,7,422,4.908,2025
20,8,193,2.1,2025
20,9,219,2.196,2025
20,10,380,4.721,2025
20,11,263,2.803,2025
20,12,369,3.733,2025
20,13,473,5.712,2025
20,14,920,11.026,2025
20,15,380,4.653,2025
20,16,462,5.328,2025
20,17,425,4.819,2025
20,18,120,0.901,2025
20,19,474,4.969,2025
20,20,0,0.0,2025
20,21,354,3.324,2025
20,22,966,11.086,2025
20,23,470,6.677,2025
20,24,705,11.72,2025
20,25,313,3.165,2025
20,26,429,4.502,2025
20,27,357,4.051,2025
20,28,688,10.199,2025
20,29,978,11.205,2025
20,30,220,2.419,2025
20,31,373,4.763,2025
20,32,266,2.4,2025
20,33,444,5.016,2025
20,34,277,3.091,2025
20,35,446,4.959,2025
20,36,451,5.061,2025
20,37,495,5.89,2025
20,38,472,5.482,2025
20,39,489,6.305,2025
20,40,447,5.81,2025
20,41,441,5.254,2025
20,42,546,8.235,2025
20,43,317,3.484,2025
20,44,247,3.053,2025
20,45,276,2.924,2025
20,46,385,4.601,2025
20,47,452,5.528,2025
20,48,624,9.795,2025
20,49,209,1.86,2025
20,50,312,3.319,2025
21,1,1220,14.162,2025
21,2,571,6.693,2025
21,3,698,8.629,2025
21,4,801,9.392,2025
21,5,646,7.721,2025
21,6,519,5.822,2025
21,7,336,3.493,2025
21,8,297,2.948,2025
21,9,508,5.545,2025
21,10,244,2.422,2025
21,11,530,6.135,2025
21,12,645,7.354,2025
21,13,750,9.333,2025
21,14,1194,14.27,2025
21,15,525,5.766,2025
21,16,739,8.949,2025
21,17,702,8.44,2025
21,18,383,3.938,2025
21,19,420,3.682,2025
21,20,460,4.757,2025
21,21,0,0.0,2025
21,22,1240,14.33,2025
21,23,651,8.325,2025
21,24,886,13.368,2025
21,25,517,4.732,2025
21,26,706,8.123,2025
21,27,299,2.325,2025
21,28,869,11.847,2025
21,29,1252,14.449,2025
21,30,281,2.164,2025
21,31,518,5.876,2025
21,32,445,3.976,2025
21,33,625,6.664,2025
21,34,631,7.464,2025
21,35,722,8.58,2025
21,36,632,6.709,2025
21,37,772,9.511,2025
21,38,749,9.103,2025
21,39,668,8.838,2025
21,40,701,8.976,2025
21,41,718,8.875,2025
21,42,727,9.883,2025
21,43,291,2.257,2025
21,44,431,4.735,2025
21,45,552,6.545,2025
21,46,520,5.843,2025
21,47,365,4.113,2025
21,48,805,11.443,2025
21,49,485,5.481,2025
21,50,667,7.692,2025
22,1,250,0.258,2025
22,2,943,11.442,2025
22,3,996,12.388,2025
22,4,870,10.673,2025
22,5,787,9.768,2025
22,6,1010,12.794,2025
22,7,1106,13.886,2025
22,8,884,11.342,2025
22,9,886,10.943,2025
22,10,1064,13.699,2025
22,11,736,8.633,2025
22,12,843,10.339,2025
22,13,926,11.831,2025
22,14,669,6.435,2025
22,15,994,12.669,2025
22,16,800,9.924,2025
22,17,776,9.69,2025
22,18,859,10.599,2025
22,19,1189,14.662,2025
22,20,902,10.914,2025
